Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
20843,Antony and Cleopatra,12,3.13.26,MARK ANTONY,"Of youth upon him, from which the world should note"
20844,Antony and Cleopatra,12,3.13.27,MARK ANTONY,"Something particular: his coin, ships, legions,"
20845,Antony and Cleopatra,12,3.13.28,MARK ANTONY,"May be a coward's, whose ministers would prevail"
20846,Antony and Cleopatra,12,3.13.29,MARK ANTONY,Under the service of a child as soon
20847,Antony and Cleopatra,12,3.13.30,MARK ANTONY,As i' the command of Caesar: I dare him therefore
20848,Antony and Cleopatra,12,3.13.31,MARK ANTONY,"To lay his gay comparisons apart,"
20849,Antony and Cleopatra,12,3.13.32,MARK ANTONY,"And answer me declined, sword against sword,"
20850,Antony and Cleopatra,12,3.13.33,MARK ANTONY,Ourselves alone. I'll write it: follow me.
20851,Antony and Cleopatra,12,,MARK ANTONY,Exeunt MARK ANTONY and EUPHRONIUS
20852,Antony and Cleopatra,13,3.13.34,DOMITIUS ENOBARBUS,"[Aside]  Yes, like enough, high-battled Caesar will"
20853,Antony and Cleopatra,13,3.13.35,DOMITIUS ENOBARBUS,"Unstate his happiness, and be staged to the show,"
20854,Antony and Cleopatra,13,3.13.36,DOMITIUS ENOBARBUS,Against a sworder! I see men's judgments are
20855,Antony and Cleopatra,13,3.13.37,DOMITIUS ENOBARBUS,"A parcel of their fortunes, and things outward"
20856,Antony and Cleopatra,13,3.13.38,DOMITIUS ENOBARBUS,"Do draw the inward quality after them,"
20857,Antony and Cleopatra,13,3.13.39,DOMITIUS ENOBARBUS,"To suffer all alike. That he should dream,"
20858,Antony and Cleopatra,13,3.13.40,DOMITIUS ENOBARBUS,"Knowing all measures, the full Caesar will"
20859,Antony and Cleopatra,13,3.13.41,DOMITIUS ENOBARBUS,"Answer his emptiness! Caesar, thou hast subdued"
20860,Antony and Cleopatra,13,3.13.42,DOMITIUS ENOBARBUS,His judgment too.
20861,Antony and Cleopatra,13,,DOMITIUS ENOBARBUS,Enter an Attendant
20862,Antony and Cleopatra,14,3.13.43,Attendant,A messenger from CAESAR.
20863,Antony and Cleopatra,15,3.13.44,CLEOPATRA,"What, no more ceremony? See, my women!"
20864,Antony and Cleopatra,15,3.13.45,CLEOPATRA,Against the blown rose may they stop their nose
20865,Antony and Cleopatra,15,3.13.46,CLEOPATRA,"That kneel'd unto the buds. Admit him, sir."
20866,Antony and Cleopatra,15,,CLEOPATRA,Exit Attendant
20867,Antony and Cleopatra,16,3.13.47,DOMITIUS ENOBARBUS,[Aside]  Mine honesty and I begin to square.
20868,Antony and Cleopatra,16,3.13.48,DOMITIUS ENOBARBUS,The loyalty well held to fools does make
20869,Antony and Cleopatra,16,3.13.49,DOMITIUS ENOBARBUS,Our faith mere folly: yet he that can endure
20870,Antony and Cleopatra,16,3.13.50,DOMITIUS ENOBARBUS,To follow with allegiance a fall'n lord
20871,Antony and Cleopatra,16,3.13.51,DOMITIUS ENOBARBUS,Does conquer him that did his master conquer
20872,Antony and Cleopatra,16,3.13.52,DOMITIUS ENOBARBUS,And earns a place i' the story.
20873,Antony and Cleopatra,16,,DOMITIUS ENOBARBUS,Enter THYREUS
20874,Antony and Cleopatra,17,3.13.53,CLEOPATRA,Caesar's will?
20875,Antony and Cleopatra,18,3.13.54,THYREUS,Hear it apart.
20876,Antony and Cleopatra,19,3.13.55,CLEOPATRA,None but friends: say boldly.
20877,Antony and Cleopatra,20,3.13.56,THYREUS,"So, haply, are they friends to Antony."
20878,Antony and Cleopatra,21,3.13.57,DOMITIUS ENOBARBUS,"He needs as many, sir, as Caesar has,"
20879,Antony and Cleopatra,21,3.13.58,DOMITIUS ENOBARBUS,"Or needs not us. If Caesar please, our master"
20880,Antony and Cleopatra,21,3.13.59,DOMITIUS ENOBARBUS,"Will leap to be his friend: for us, you know,"
20881,Antony and Cleopatra,21,3.13.60,DOMITIUS ENOBARBUS,"Whose he is we are, and that is, Caesar's."
20882,Antony and Cleopatra,22,3.13.61,THYREUS,So.
20883,Antony and Cleopatra,22,3.13.62,THYREUS,"Thus then, thou most renown'd: Caesar entreats,"
20884,Antony and Cleopatra,22,3.13.63,THYREUS,"Not to consider in what case thou stand'st,"
20885,Antony and Cleopatra,22,3.13.64,THYREUS,Further than he is Caesar.
20886,Antony and Cleopatra,23,3.13.65,CLEOPATRA,Go on: right royal.
20887,Antony and Cleopatra,24,3.13.66,THYREUS,He knows that you embrace not Antony
20888,Antony and Cleopatra,24,3.13.67,THYREUS,"As you did love, but as you fear'd him."
20889,Antony and Cleopatra,25,3.13.68,CLEOPATRA,O!
20890,Antony and Cleopatra,26,3.13.69,THYREUS,"The scars upon your honour, therefore, he"
20891,Antony and Cleopatra,26,3.13.70,THYREUS,"Does pity, as constrained blemishes,"
20892,Antony and Cleopatra,26,3.13.71,THYREUS,Not as deserved.
20893,Antony and Cleopatra,27,3.13.72,CLEOPATRA,"He is a god, and knows"
20894,Antony and Cleopatra,27,3.13.73,CLEOPATRA,"What is most right: mine honour was not yielded,"
20895,Antony and Cleopatra,27,3.13.74,CLEOPATRA,But conquer'd merely.
20896,Antony and Cleopatra,28,3.13.75,DOMITIUS ENOBARBUS,"[Aside]             To be sure of that,"
20897,Antony and Cleopatra,28,3.13.76,DOMITIUS ENOBARBUS,"I will ask Antony. Sir, sir, thou art so leaky,"
20898,Antony and Cleopatra,28,3.13.77,DOMITIUS ENOBARBUS,"That we must leave thee to thy sinking, for"
20899,Antony and Cleopatra,28,3.13.78,DOMITIUS ENOBARBUS,Thy dearest quit thee.
20900,Antony and Cleopatra,28,,DOMITIUS ENOBARBUS,Exit
20901,Antony and Cleopatra,29,3.13.79,THYREUS,Shall I say to Caesar
20902,Antony and Cleopatra,29,3.13.80,THYREUS,What you require of him? for he partly begs
20903,Antony and Cleopatra,29,3.13.81,THYREUS,"To be desired to give. It much would please him,"
20904,Antony and Cleopatra,29,3.13.82,THYREUS,That of his fortunes you should make a staff
20905,Antony and Cleopatra,29,3.13.83,THYREUS,"To lean upon: but it would warm his spirits,"
20906,Antony and Cleopatra,29,3.13.84,THYREUS,"To hear from me you had left Antony,"
20907,Antony and Cleopatra,29,3.13.85,THYREUS,"And put yourself under his shrowd,"
20908,Antony and Cleopatra,29,3.13.86,THYREUS,The universal landlord.
20909,Antony and Cleopatra,30,3.13.87,CLEOPATRA,What's your name?
20910,Antony and Cleopatra,31,3.13.88,THYREUS,My name is Thyreus.
20911,Antony and Cleopatra,32,3.13.89,CLEOPATRA,"Most kind messenger,"
20912,Antony and Cleopatra,32,3.13.90,CLEOPATRA,Say to great Caesar this: in deputation
20913,Antony and Cleopatra,32,3.13.91,CLEOPATRA,"I kiss his conquering hand: tell him, I am prompt"
20914,Antony and Cleopatra,32,3.13.92,CLEOPATRA,"To lay my crown at 's feet, and there to kneel:"
20915,Antony and Cleopatra,32,3.13.93,CLEOPATRA,Tell him from his all-obeying breath I hear
20916,Antony and Cleopatra,32,3.13.94,CLEOPATRA,The doom of Egypt.
20917,Antony and Cleopatra,33,3.13.95,THYREUS,'Tis your noblest course.
20918,Antony and Cleopatra,33,3.13.96,THYREUS,"Wisdom and fortune combating together,"
20919,Antony and Cleopatra,33,3.13.97,THYREUS,"If that the former dare but what it can,"
20920,Antony and Cleopatra,33,3.13.98,THYREUS,No chance may shake it. Give me grace to lay
20921,Antony and Cleopatra,33,3.13.99,THYREUS,My duty on your hand.
20922,Antony and Cleopatra,34,3.13.100,CLEOPATRA,"Your Caesar's father oft,"
20923,Antony and Cleopatra,34,3.13.101,CLEOPATRA,"When he hath mused of taking kingdoms in,"
20924,Antony and Cleopatra,34,3.13.102,CLEOPATRA,"Bestow'd his lips on that unworthy place,"
20925,Antony and Cleopatra,34,3.13.103,CLEOPATRA,As it rain'd kisses.
20926,Antony and Cleopatra,34,,CLEOPATRA,Re-enter MARK ANTONY and DOMITIUS ENOBARBUS
20927,Antony and Cleopatra,35,3.13.104,MARK ANTONY,"Favours, by Jove that thunders!"
20928,Antony and Cleopatra,35,3.13.105,MARK ANTONY,"What art thou, fellow?"
20929,Antony and Cleopatra,36,3.13.106,THYREUS,One that but performs
20930,Antony and Cleopatra,36,3.13.107,THYREUS,"The bidding of the fullest man, and worthiest"
20931,Antony and Cleopatra,36,3.13.108,THYREUS,To have command obey'd.
20932,Antony and Cleopatra,37,3.13.109,DOMITIUS ENOBARBUS,[Aside]               You will be whipp'd.
20933,Antony and Cleopatra,38,3.13.110,MARK ANTONY,"Approach, there! Ah, you kite! Now, gods"
20934,Antony and Cleopatra,38,3.13.111,MARK ANTONY,and devils!
20935,Antony and Cleopatra,38,3.13.112,MARK ANTONY,"Authority melts from me: of late, when I cried 'Ho!'"
20936,Antony and Cleopatra,38,3.13.113,MARK ANTONY,"Like boys unto a muss, kings would start forth,"
20937,Antony and Cleopatra,38,3.13.114,MARK ANTONY,And cry 'Your will?' Have you no ears? I am
20938,Antony and Cleopatra,38,3.13.115,MARK ANTONY,Antony yet.
20939,Antony and Cleopatra,38,,MARK ANTONY,Enter Attendants
20940,Antony and Cleopatra,38,3.13.116,MARK ANTONY,"Take hence this Jack, and whip him."
20941,Antony and Cleopatra,39,3.13.117,DOMITIUS ENOBARBUS,[Aside]  'Tis better playing with a lion's whelp
20942,Antony and Cleopatra,39,3.13.118,DOMITIUS ENOBARBUS,Than with an old one dying.
20943,Antony and Cleopatra,40,3.13.119,MARK ANTONY,Moon and stars!
20944,Antony and Cleopatra,40,3.13.120,MARK ANTONY,Whip him. Were't twenty of the greatest tributaries
20945,Antony and Cleopatra,40,3.13.121,MARK ANTONY,"That do acknowledge Caesar, should I find them"
20946,Antony and Cleopatra,40,3.13.122,MARK ANTONY,"So saucy with the hand of she here,--what's her name,"
20947,Antony and Cleopatra,40,3.13.123,MARK ANTONY,"Since she was Cleopatra? Whip him, fellows,"
20948,Antony and Cleopatra,40,3.13.124,MARK ANTONY,"Till, like a boy, you see him cringe his face,"
20949,Antony and Cleopatra,40,3.13.125,MARK ANTONY,And whine aloud for mercy: take him hence.
20950,Antony and Cleopatra,41,3.13.126,THYREUS,Mark Antony!
20951,Antony and Cleopatra,42,3.13.127,MARK ANTONY,"Tug him away: being whipp'd,"
20952,Antony and Cleopatra,42,3.13.128,MARK ANTONY,Bring him again: this Jack of Caesar's shall
20953,Antony and Cleopatra,42,3.13.129,MARK ANTONY,Bear us an errand to him.
20954,Antony and Cleopatra,42,,MARK ANTONY,Exeunt Attendants with THYREUS
20955,Antony and Cleopatra,42,3.13.130,MARK ANTONY,You were half blasted ere I knew you: ha!
20956,Antony and Cleopatra,42,3.13.131,MARK ANTONY,"Have I my pillow left unpress'd in Rome,"
20957,Antony and Cleopatra,42,3.13.132,MARK ANTONY,"Forborne the getting of a lawful race,"
20958,Antony and Cleopatra,42,3.13.133,MARK ANTONY,"And by a gem of women, to be abused"
20959,Antony and Cleopatra,42,3.13.134,MARK ANTONY,By one that looks on feeders?
20960,Antony and Cleopatra,43,3.13.135,CLEOPATRA,"Good my lord,--"
20961,Antony and Cleopatra,44,3.13.136,MARK ANTONY,You have been a boggler ever:
20962,Antony and Cleopatra,44,3.13.137,MARK ANTONY,But when we in our viciousness grow hard--
20963,Antony and Cleopatra,44,3.13.138,MARK ANTONY,"O misery on't!--the wise gods seel our eyes,"
20964,Antony and Cleopatra,44,3.13.139,MARK ANTONY,"In our own filth drop our clear judgments, make us"
20965,Antony and Cleopatra,44,3.13.140,MARK ANTONY,"Adore our errors, laugh at's, while we strut"
20966,Antony and Cleopatra,44,3.13.141,MARK ANTONY,To our confusion.
20967,Antony and Cleopatra,45,3.13.142,CLEOPATRA,"O, is't come to this?"
20968,Antony and Cleopatra,46,3.13.143,MARK ANTONY,I found you as a morsel cold upon
20969,Antony and Cleopatra,46,3.13.144,MARK ANTONY,"Dead Caesar's trencher, nay, you were a fragment"
20970,Antony and Cleopatra,46,3.13.145,MARK ANTONY,"Of Cneius Pompey's, besides what hotter hours,"
20971,Antony and Cleopatra,46,3.13.146,MARK ANTONY,"Unregister'd in vulgar fame, you have"
20972,Antony and Cleopatra,46,3.13.147,MARK ANTONY,"Luxuriously pick'd out: for, I am sure,"
20973,Antony and Cleopatra,46,3.13.148,MARK ANTONY,"Though you can guess what temperance should be,"
20974,Antony and Cleopatra,46,3.13.149,MARK ANTONY,You know not what it is.
20975,Antony and Cleopatra,47,3.13.150,CLEOPATRA,Wherefore is this?
20976,Antony and Cleopatra,48,3.13.151,MARK ANTONY,To let a fellow that will take rewards
20977,Antony and Cleopatra,48,3.13.152,MARK ANTONY,And say 'God quit you!' be familiar with
20978,Antony and Cleopatra,48,3.13.153,MARK ANTONY,"My playfellow, your hand, this kingly seal"
20979,Antony and Cleopatra,48,3.13.154,MARK ANTONY,"And plighter of high hearts! O, that I were"
20980,Antony and Cleopatra,48,3.13.155,MARK ANTONY,"Upon the hill of Basan, to outroar"
20981,Antony and Cleopatra,48,3.13.156,MARK ANTONY,"The horned herd! for I have savage cause,"
20982,Antony and Cleopatra,48,3.13.157,MARK ANTONY,"And to proclaim it civilly, were like"
20983,Antony and Cleopatra,48,3.13.158,MARK ANTONY,A halter'd neck which does the hangman thank
20984,Antony and Cleopatra,48,3.13.159,MARK ANTONY,For being yare about him.
20985,Antony and Cleopatra,48,,MARK ANTONY,Re-enter Attendants with THYREUS
20986,Antony and Cleopatra,48,3.13.160,MARK ANTONY,Is he whipp'd?
20987,Antony and Cleopatra,49,3.13.161,First Attendant,"Soundly, my lord."
20988,Antony and Cleopatra,50,3.13.162,MARK ANTONY,Cried he? and begg'd a' pardon?
20989,Antony and Cleopatra,51,3.13.163,First Attendant,He did ask favour.
20990,Antony and Cleopatra,52,3.13.164,MARK ANTONY,"If that thy father live, let him repent"
20991,Antony and Cleopatra,52,3.13.165,MARK ANTONY,"Thou wast not made his daughter, and be thou sorry"
20992,Antony and Cleopatra,52,3.13.166,MARK ANTONY,"To follow Caesar in his triumph, since"
20993,Antony and Cleopatra,52,3.13.167,MARK ANTONY,Thou hast been whipp'd for following him: henceforth
20994,Antony and Cleopatra,52,3.13.168,MARK ANTONY,"The white hand of a lady fever thee,"
20995,Antony and Cleopatra,52,3.13.169,MARK ANTONY,"Shake thou to look on 't. Get thee back to Caesar,"
20996,Antony and Cleopatra,52,3.13.170,MARK ANTONY,"Tell him thy entertainment: look, thou say"
20997,Antony and Cleopatra,52,3.13.171,MARK ANTONY,"He makes me angry with him, for he seems"
20998,Antony and Cleopatra,52,3.13.172,MARK ANTONY,"Proud and disdainful, harping on what I am,"
20999,Antony and Cleopatra,52,3.13.173,MARK ANTONY,"Not what he knew I was: he makes me angry,"
21000,Antony and Cleopatra,52,3.13.174,MARK ANTONY,"And at this time most easy 'tis to do't,"
21001,Antony and Cleopatra,52,3.13.175,MARK ANTONY,"When my good stars, that were my former guides,"
21002,Antony and Cleopatra,52,3.13.176,MARK ANTONY,"Have empty left their orbs, and shot their fires"
21003,Antony and Cleopatra,52,3.13.177,MARK ANTONY,Into the abysm of hell. If he mislike
21004,Antony and Cleopatra,52,3.13.178,MARK ANTONY,"My speech and what is done, tell him he has"
21005,Antony and Cleopatra,52,3.13.179,MARK ANTONY,"Hipparchus, my enfranched bondman, whom"
21006,Antony and Cleopatra,52,3.13.180,MARK ANTONY,"He may at pleasure whip, or hang, or torture,"
21007,Antony and Cleopatra,52,3.13.181,MARK ANTONY,"As he shall like, to quit me: urge it thou:"
21008,Antony and Cleopatra,52,3.13.182,MARK ANTONY,"Hence with thy stripes, begone!"
21009,Antony and Cleopatra,52,,MARK ANTONY,Exit THYREUS
21010,Antony and Cleopatra,53,3.13.183,CLEOPATRA,Have you done yet?
21011,Antony and Cleopatra,54,3.13.184,MARK ANTONY,"Alack, our terrene moon"
21012,Antony and Cleopatra,54,3.13.185,MARK ANTONY,"Is now eclipsed, and it portends alone"
21013,Antony and Cleopatra,54,3.13.186,MARK ANTONY,The fall of Antony!
21014,Antony and Cleopatra,55,3.13.187,CLEOPATRA,I must stay his time.
21015,Antony and Cleopatra,56,3.13.188,MARK ANTONY,"To flatter Caesar, would you mingle eyes"
21016,Antony and Cleopatra,56,3.13.189,MARK ANTONY,With one that ties his points?
21017,Antony and Cleopatra,57,3.13.190,CLEOPATRA,Not know me yet?
21018,Antony and Cleopatra,58,3.13.191,MARK ANTONY,Cold-hearted toward me?
21019,Antony and Cleopatra,59,3.13.192,CLEOPATRA,"Ah, dear, if I be so,"
21020,Antony and Cleopatra,59,3.13.193,CLEOPATRA,"From my cold heart let heaven engender hail,"
21021,Antony and Cleopatra,59,3.13.194,CLEOPATRA,"And poison it in the source, and the first stone"
21022,Antony and Cleopatra,59,3.13.195,CLEOPATRA,"Drop in my neck: as it determines, so"
21023,Antony and Cleopatra,59,3.13.196,CLEOPATRA,Dissolve my life! The next Caesarion smite!
21024,Antony and Cleopatra,59,3.13.197,CLEOPATRA,"Till by degrees the memory of my womb,"
21025,Antony and Cleopatra,59,3.13.198,CLEOPATRA,"Together with my brave Egyptians all,"
21026,Antony and Cleopatra,59,3.13.199,CLEOPATRA,"By the discandying of this pelleted storm,"
21027,Antony and Cleopatra,59,3.13.200,CLEOPATRA,"Lie graveless, till the flies and gnats of Nile"
21028,Antony and Cleopatra,59,3.13.201,CLEOPATRA,Have buried them for prey!
21029,Antony and Cleopatra,60,3.13.202,MARK ANTONY,I am satisfied.
21030,Antony and Cleopatra,60,3.13.203,MARK ANTONY,"Caesar sits down in Alexandria, where"
21031,Antony and Cleopatra,60,3.13.204,MARK ANTONY,I will oppose his fate. Our force by land
21032,Antony and Cleopatra,60,3.13.205,MARK ANTONY,"Hath nobly held, our sever'd navy too"
21033,Antony and Cleopatra,60,3.13.206,MARK ANTONY,"Have knit again, and fleet, threatening most sea-like."
21034,Antony and Cleopatra,60,3.13.207,MARK ANTONY,"Where hast thou been, my heart? Dost thou hear, lady?"
21035,Antony and Cleopatra,60,3.13.208,MARK ANTONY,If from the field I shall return once more
21036,Antony and Cleopatra,60,3.13.209,MARK ANTONY,"To kiss these lips, I will appear in blood,"
21037,Antony and Cleopatra,60,3.13.210,MARK ANTONY,I and my sword will earn our chronicle:
21038,Antony and Cleopatra,60,3.13.211,MARK ANTONY,There's hope in't yet.
21039,Antony and Cleopatra,61,3.13.212,CLEOPATRA,That's my brave lord!
21040,Antony and Cleopatra,62,3.13.213,MARK ANTONY,"I will be treble-sinew'd, hearted, breathed,"
21041,Antony and Cleopatra,62,3.13.214,MARK ANTONY,And fight maliciously: for when mine hours
21042,Antony and Cleopatra,62,3.13.215,MARK ANTONY,"Were nice and lucky, men did ransom lives"
21043,Antony and Cleopatra,62,3.13.216,MARK ANTONY,"Of me for jests, but now I'll set my teeth,"
21044,Antony and Cleopatra,62,3.13.217,MARK ANTONY,"And send to darkness all that stop me. Come,"
21045,Antony and Cleopatra,62,3.13.218,MARK ANTONY,Let's have one other gaudy night: call to me
21046,Antony and Cleopatra,62,3.13.219,MARK ANTONY,"All my sad captains, fill our bowls once more,"
21047,Antony and Cleopatra,62,3.13.220,MARK ANTONY,Let's mock the midnight bell.
21048,Antony and Cleopatra,63,3.13.221,CLEOPATRA,It is my birth-day:
21049,Antony and Cleopatra,63,3.13.222,CLEOPATRA,"I had thought to have held it poor: but, since my lord"
21050,Antony and Cleopatra,63,3.13.223,CLEOPATRA,"Is Antony again, I will be Cleopatra."
21051,Antony and Cleopatra,64,3.13.224,MARK ANTONY,We will yet do well.
21052,Antony and Cleopatra,65,3.13.225,CLEOPATRA,Call all his noble captains to my lord.
21053,Antony and Cleopatra,66,3.13.226,MARK ANTONY,"Do so, we'll speak to them, and to-night I'll force"
21054,Antony and Cleopatra,66,3.13.227,MARK ANTONY,"The wine peep through their scars. Come on, my queen,"
21055,Antony and Cleopatra,66,3.13.228,MARK ANTONY,"There's sap in't yet. The next time I do fight,"
21056,Antony and Cleopatra,66,3.13.229,MARK ANTONY,"I'll make death love me, for I will contend"
21057,Antony and Cleopatra,66,3.13.230,MARK ANTONY,Even with his pestilent scythe.
21058,Antony and Cleopatra,66,,MARK ANTONY,Exeunt all but DOMITIUS ENOBARBUS
21059,Antony and Cleopatra,67,3.13.231,DOMITIUS ENOBARBUS,"Now he'll outstare the lightning. To be furious,"
21060,Antony and Cleopatra,67,3.13.232,DOMITIUS ENOBARBUS,"Is to be frighted out of fear, and in that mood"
21061,Antony and Cleopatra,67,3.13.233,DOMITIUS ENOBARBUS,"The dove will peck the estridge, and I see still,"
21062,Antony and Cleopatra,67,3.13.234,DOMITIUS ENOBARBUS,A diminution in our captain's brain
21063,Antony and Cleopatra,67,3.13.235,DOMITIUS ENOBARBUS,"Restores his heart: when valour preys on reason,"
21064,Antony and Cleopatra,67,3.13.236,DOMITIUS ENOBARBUS,It eats the sword it fights with. I will seek
21065,Antony and Cleopatra,67,3.13.237,DOMITIUS ENOBARBUS,Some way to leave him.
21066,Antony and Cleopatra,67,,DOMITIUS ENOBARBUS,Exit
21067,Antony and Cleopatra,67,,DOMITIUS ENOBARBUS,ACT IV
21068,Antony and Cleopatra,67,,DOMITIUS ENOBARBUS,SCENE I. Before Alexandria. OCTAVIUS CAESAR's camp.
21069,Antony and Cleopatra,67,,DOMITIUS ENOBARBUS,"Enter OCTAVIUS CAESAR, AGRIPPA, and MECAENAS, with his Army, OCTAVIUS CAESAR reading a letter"
21070,Antony and Cleopatra,1,4.1.1,OCTAVIUS CAESAR,"He calls me boy, and chides, as he had power"
21071,Antony and Cleopatra,1,4.1.2,OCTAVIUS CAESAR,"To beat me out of Egypt, my messenger"
21072,Antony and Cleopatra,1,4.1.3,OCTAVIUS CAESAR,"He hath whipp'd with rods, dares me to personal combat,"
21073,Antony and Cleopatra,1,4.1.4,OCTAVIUS CAESAR,Caesar to Antony: let the old ruffian know
21074,Antony and Cleopatra,1,4.1.5,OCTAVIUS CAESAR,"I have many other ways to die, meantime"
21075,Antony and Cleopatra,1,4.1.6,OCTAVIUS CAESAR,Laugh at his challenge.
21076,Antony and Cleopatra,2,4.1.7,MECAENAS,"Caesar must think,"
21077,Antony and Cleopatra,2,4.1.8,MECAENAS,"When one so great begins to rage, he's hunted"
21078,Antony and Cleopatra,2,4.1.9,MECAENAS,"Even to falling. Give him no breath, but now"
21079,Antony and Cleopatra,2,4.1.10,MECAENAS,Make boot of his distraction: never anger
21080,Antony and Cleopatra,2,4.1.11,MECAENAS,Made good guard for itself.
21081,Antony and Cleopatra,3,4.1.12,OCTAVIUS CAESAR,Let our best heads
21082,Antony and Cleopatra,3,4.1.13,OCTAVIUS CAESAR,"Know, that to-morrow the last of many battles"
21083,Antony and Cleopatra,3,4.1.14,OCTAVIUS CAESAR,"We mean to fight: within our files there are,"
21084,Antony and Cleopatra,3,4.1.15,OCTAVIUS CAESAR,"Of those that served Mark Antony but late,"
21085,Antony and Cleopatra,3,4.1.16,OCTAVIUS CAESAR,Enough to fetch him in. See it done:
21086,Antony and Cleopatra,3,4.1.17,OCTAVIUS CAESAR,"And feast the army, we have store to do't,"
21087,Antony and Cleopatra,3,4.1.18,OCTAVIUS CAESAR,And they have earn'd the waste. Poor Antony!
21088,Antony and Cleopatra,3,,OCTAVIUS CAESAR,Exeunt
21089,Antony and Cleopatra,3,,OCTAVIUS CAESAR,SCENE II. Alexandria. CLEOPATRA's palace.
21090,Antony and Cleopatra,3,,OCTAVIUS CAESAR,"Enter MARK ANTONY, CLEOPATRA, DOMITIUS ENOBARBUS, CHARMIAN, IRAS, ALEXAS, with others"
21091,Antony and Cleopatra,1,4.2.1,MARK ANTONY,"He will not fight with me, Domitius."
21092,Antony and Cleopatra,2,4.2.2,DOMITIUS ENOBARBUS,No.
21093,Antony and Cleopatra,3,4.2.3,MARK ANTONY,Why should he not?
21094,Antony and Cleopatra,4,4.2.4,DOMITIUS ENOBARBUS,"He thinks, being twenty times of better fortune,"
21095,Antony and Cleopatra,4,4.2.5,DOMITIUS ENOBARBUS,He is twenty men to one.
21096,Antony and Cleopatra,5,4.2.6,MARK ANTONY,"To-morrow, soldier,"
21097,Antony and Cleopatra,5,4.2.7,MARK ANTONY,"By sea and land I'll fight: or I will live,"
21098,Antony and Cleopatra,5,4.2.8,MARK ANTONY,Or bathe my dying honour in the blood
21099,Antony and Cleopatra,5,4.2.9,MARK ANTONY,Shall make it live again. Woo't thou fight well?
21100,Antony and Cleopatra,6,4.2.10,DOMITIUS ENOBARBUS,"I'll strike, and cry 'Take all.'"
21101,Antony and Cleopatra,7,4.2.11,MARK ANTONY,"Well said, come on."
21102,Antony and Cleopatra,7,4.2.12,MARK ANTONY,Call forth my household servants: let's to-night
21103,Antony and Cleopatra,7,4.2.13,MARK ANTONY,Be bounteous at our meal.
21104,Antony and Cleopatra,7,,MARK ANTONY,Enter three or four Servitors
21105,Antony and Cleopatra,7,4.2.14,MARK ANTONY,"Give me thy hand,"
21106,Antony and Cleopatra,7,4.2.15,MARK ANTONY,"Thou hast been rightly honest,--so hast thou,--"
21107,Antony and Cleopatra,7,4.2.16,MARK ANTONY,"Thou,--and thou,--and thou:--you have served me well,"
21108,Antony and Cleopatra,7,4.2.17,MARK ANTONY,And kings have been your fellows.
21109,Antony and Cleopatra,8,4.2.18,CLEOPATRA,[Aside to DOMITIUS ENOBARBUS]  What means this?
21110,Antony and Cleopatra,9,4.2.19,DOMITIUS ENOBARBUS,[Aside to CLEOPATRA]  'Tis one of those odd
21111,Antony and Cleopatra,9,4.2.20,DOMITIUS ENOBARBUS,tricks which sorrow shoots
21112,Antony and Cleopatra,9,4.2.21,DOMITIUS ENOBARBUS,Out of the mind.
21113,Antony and Cleopatra,10,4.2.22,MARK ANTONY,And thou art honest too.
21114,Antony and Cleopatra,10,4.2.23,MARK ANTONY,"I wish I could be made so many men,"
21115,Antony and Cleopatra,10,4.2.24,MARK ANTONY,And all of you clapp'd up together in
21116,Antony and Cleopatra,10,4.2.25,MARK ANTONY,"An Antony, that I might do you service"
21117,Antony and Cleopatra,10,4.2.26,MARK ANTONY,So good as you have done.
21118,Antony and Cleopatra,11,4.2.27,All,The gods forbid!
21119,Antony and Cleopatra,12,4.2.28,MARK ANTONY,"Well, my good fellows, wait on me to-night:"
21120,Antony and Cleopatra,12,4.2.29,MARK ANTONY,"Scant not my cups, and make as much of me"
21121,Antony and Cleopatra,12,4.2.30,MARK ANTONY,"As when mine empire was your fellow too,"
21122,Antony and Cleopatra,12,4.2.31,MARK ANTONY,And suffer'd my command.
21123,Antony and Cleopatra,13,4.2.32,CLEOPATRA,[Aside to DOMITIUS ENOBARBUS]  What does he mean?
21124,Antony and Cleopatra,14,4.2.33,DOMITIUS ENOBARBUS,[Aside to CLEOPATRA]  To make his followers weep.
21125,Antony and Cleopatra,15,4.2.34,MARK ANTONY,"Tend me to-night,"
21126,Antony and Cleopatra,15,4.2.35,MARK ANTONY,May be it is the period of your duty:
21127,Antony and Cleopatra,15,4.2.36,MARK ANTONY,"Haply you shall not see me more, or if,"
21128,Antony and Cleopatra,15,4.2.37,MARK ANTONY,A mangled shadow: perchance to-morrow
21129,Antony and Cleopatra,15,4.2.38,MARK ANTONY,You'll serve another master. I look on you
21130,Antony and Cleopatra,15,4.2.39,MARK ANTONY,"As one that takes his leave. Mine honest friends,"
21131,Antony and Cleopatra,15,4.2.40,MARK ANTONY,"I turn you not away, but, like a master"
21132,Antony and Cleopatra,15,4.2.41,MARK ANTONY,"Married to your good service, stay till death:"
21133,Antony and Cleopatra,15,4.2.42,MARK ANTONY,"Tend me to-night two hours, I ask no more,"
21134,Antony and Cleopatra,15,4.2.43,MARK ANTONY,And the gods yield you for't!
21135,Antony and Cleopatra,16,4.2.44,DOMITIUS ENOBARBUS,"What mean you, sir,"
