,Dataline,PlayerLinenumber,Play,ActSceneLine,PlayerLine
18370,18371,16.0,5,15045,69631
75178,75179,6.0,23,13052,34772
45734,45735,10.0,16,13307,14080
89623,89624,45.0,28,3095,103074
35207,35208,9.0,8,9852,14943
57830,57831,34.0,35,10439,11214
31187,31188,109.0,7,10145,34330
83354,83355,23.0,26,8159,80584
84102,84103,4.0,26,10547,16101
104119,104120,69.0,33,5259,36897
40488,40489,15.0,14,870,2363
47178,47179,71.0,15,3263,34084
95519,95520,2.0,30,10792,24716
79696,79697,33.0,25,4301,67511
41078,41079,1.0,14,4086,99488
51669,51670,29.0,17,9862,75877
52684,52685,83.0,17,14720,35403
42468,42469,12.0,14,9364,1123
60685,60686,2.0,19,11024,39867
70202,70203,22.0,22,4628,102389
94760,94761,7.0,30,6042,91906
66231,66232,38.0,21,10316,79071
89573,89574,32.0,28,3043,89310
42703,42704,21.0,14,9859,31995
8733,8734,14.0,12,11280,44229
68028,68029,68.0,1,6035,42650
98535,98536,14.0,31,11691,10073
7950,7951,27.0,12,6759,14533
42104,42105,62.0,14,6907,58899
111392,111393,38.0,2,14604,22102
30133,30134,6.0,7,7681,54921
54998,54999,88.0,18,13677,67424
87966,87967,1.0,27,11854,29764
78444,78445,9.0,25,635,54348
102802,102803,2.0,32,16070,44118
91639,91640,31.0,29,924,65255
37205,37206,6.0,10,3111,99174
59475,59476,24.0,19,5165,81860
65212,65213,75.0,21,3797,51302
78351,78352,24.0,24,14865,50503
278,279,56.0,9,932,87856
95161,95162,9.0,30,8411,84041
110385,110386,148.0,2,11459,39340
83765,83766,35.0,26,8758,43968
66215,66216,31.0,21,10299,96217
107860,107861,41.0,34,14939,21394
31631,31632,3.0,7,14922,69365
93240,93241,28.0,29,8987,61917
35930,35931,11.0,8,13130,94587
85391,85392,51.0,27,807,18315
3438,3439,8.0,11,1183,53036
61845,61846,37.0,20,1515,40330
32505,32506,42.0,8,789,14642
11196,11197,81.0,13,6866,85230
108687,108688,47.0,2,3121,18975
108417,108418,95.0,2,1255,34375
42134,42135,65.0,14,6938,5584
73189,73190,21.0,23,4592,29758
102198,102199,20.0,32,13445,97867
2521,2522,20.0,9,10847,7644
95307,95308,41.0,30,8601,98363
106276,106277,43.0,34,5140,44695
14135,14136,23.0,3,7255,15832
11883,11884,10.0,13,12421,85654
64706,64707,54.0,21,1909,40301
14567,14568,9.0,3,8830,6670
85862,85863,23.0,27,2215,8398
90699,90700,25.0,28,10882,13216
46242,46243,24.0,16,15917,8870
91476,91477,28.0,29,785,50725
97442,97443,57.0,31,4420,73478
23496,23497,2.0,0,8979,36752
84651,84652,159.0,26,11356,82283
67503,67504,14.0,1,3073,74340
43153,43154,18.0,14,14880,32478
82003,82004,61.0,26,1565,38698
12852,12853,49.0,3,418,102924
28310,28311,7.0,6,15819,34788
13838,13839,103.0,3,4454,25533
56270,56271,1.0,35,2778,61528
71960,71961,49.0,22,15113,19418
87053,87054,4.0,27,7079,78430
64522,64523,30.0,21,1824,34557
61855,61856,41.0,20,1526,84797
52485,52486,26.0,17,14519,4030
105324,105325,74.0,33,13023,69045
106599,106600,19.0,34,5698,48377
100202,100203,2.0,32,3709,65870
52593,52594,57.0,17,14623,47580
73418,73419,74.0,23,4439,74594
22087,22088,36.0,4,13566,4133
56414,56415,16.0,35,3566,48017
6296,6297,14.0,12,329,77211
76688,76689,35.0,24,4264,59134
94159,94160,6.0,30,1017,31393
70138,70139,5.0,22,4392,101316
94664,94665,70.0,30,3741,76043
101234,101235,31.0,32,7362,24196
48896,48897,2.0,15,15072,33036
19931,19932,70.0,4,5434,91293
28374,28375,21.0,6,15886,27782
106102,106103,86.0,34,3085,58380
89385,89386,56.0,28,992,37143
89066,89067,38.0,28,397,45301
23562,23563,25.0,0,9393,88753
82808,82809,17.0,26,4514,19528
80896,80897,12.0,25,14053,24105
6232,6233,7.0,12,669,30394
12106,12107,16.0,13,12770,68262
47570,47571,52.0,15,5946,27414
65312,65313,22.0,21,4580,100940
67193,67194,36.0,1,426,46858
18400,18401,28.0,5,15078,99433
80951,80952,38.0,25,13552,29455
13719,13720,61.0,3,4328,41641
49789,49790,70.0,17,1955,69236
75158,75159,1.0,23,13351,5634
95645,95646,43.0,30,10422,20726
45628,45629,43.0,16,10353,43803
56455,56456,7.0,35,3776,51009
67070,67071,13.0,1,793,42503
13657,13658,47.0,3,4260,88582
98860,98861,21.0,31,13552,35445
17646,17647,22.0,5,8233,1706
91129,91130,46.0,28,13469,48067
81675,81676,62.0,26,927,70682
73167,73168,13.0,23,4458,79440
67000,67001,1.0,1,435,21947
25784,25785,20.0,6,4246,34150
26578,26579,139.0,6,6239,9815
21787,21788,11.0,4,9789,68234
58542,58543,42.0,19,1431,88420
88126,88127,1.0,27,12974,31786
81717,81718,68.0,26,970,76958
54319,54320,36.0,18,10357,90318
67434,67435,10.0,1,3605,82068
80478,80479,24.0,25,9416,9544
34096,34097,165.0,8,4150,13769
57273,57274,2.0,35,8386,10423
28212,28213,5.0,6,14944,93247
107500,107501,21.0,34,11836,1439
15906,15907,41.0,5,386,94973
2460,2461,21.0,9,10316,23674
16916,16917,37.0,5,5650,61741
67564,67565,24.0,1,3137,82392
10676,10677,1.0,13,5323,40811
106285,106286,44.0,34,5150,12267
30030,30031,4.0,7,7035,24428
67370,67371,2.0,1,3255,71709
29247,29248,39.0,7,2601,81366
73408,73409,72.0,23,4429,44146
78248,78249,88.0,24,13127,34237
18196,18197,12.0,5,13842,101867
2163,2164,64.0,9,7010,92538
16813,16814,22.0,5,5538,81033
14677,14678,3.0,3,10073,73552
62489,62490,9.0,20,5776,14138
5520,5521,7.0,11,12629,57686
86584,86585,65.0,27,4686,57091
59758,59759,47.0,19,6001,73238
49429,49430,14.0,17,1328,97199
52855,52856,12.0,18,782,74848
66977,66978,69.0,21,15248,2319
13736,13737,62.0,3,4346,40739
42529,42530,32.0,14,8954,73659
83752,83753,30.0,26,8742,71449
45661,45662,52.0,16,10388,26675
48706,48707,36.0,15,13483,23920
82754,82755,38.0,26,3685,69929
32759,32760,19.0,8,890,71015
50113,50114,20.0,17,3600,43094
107462,107463,12.0,34,11446,26460
85019,85020,46.0,26,14615,21960
13938,13939,7.0,3,5181,102484
28341,28342,11.0,6,15853,11785
7494,7495,3.0,12,6293,77636
80306,80307,15.0,25,8143,42340
59640,59641,7.0,19,6294,20575
60231,60232,16.0,19,9373,35860
82624,82625,5.0,26,3643,12219
19502,19503,80.0,4,3808,2158
105386,105387,94.0,33,13089,16621
111123,111124,15.0,2,14453,11316
38598,38599,28.0,10,9377,36275
72533,72534,45.0,23,1565,76384
72053,72054,8.0,23,772,42362
90675,90676,21.0,28,10769,36263
90237,90238,74.0,28,6899,18912
90676,90677,22.0,28,10781,59013
105444,105445,112.0,33,13149,57593
10514,10515,44.0,13,3697,18236
73268,73269,44.0,23,4287,29786
14459,14460,20.0,3,8592,96071
70222,70223,29.0,22,4260,91120
54326,54327,36.0,18,10365,71644
87602,87603,57.0,27,8320,10431
64795,64796,12.0,21,3555,101040
70461,70462,15.0,22,6333,42091
75942,75943,15.0,24,355,69279
70423,70424,9.0,22,6291,76352
101275,101276,33.0,32,7408,86809
79632,79633,25.0,25,4622,75377
8398,8399,25.0,12,9394,24788
62140,62141,61.0,20,3755,4311
29608,29609,45.0,7,3745,56215
20261,20262,8.0,4,7326,13529
20981,20982,48.0,4,6584,9498
42506,42507,20.0,14,9403,66101
53944,53945,28.0,18,9417,22253
84046,84047,49.0,26,9866,56969
21338,21339,4.0,4,12667,34111
68335,68336,69.0,1,6974,8490
2412,2413,7.0,9,10118,99480
89492,89493,12.0,28,3278,81514
79563,79564,2.0,25,4259,39477
49786,49787,70.0,17,1953,93342
100105,100106,29.0,32,3489,90640
89106,89107,51.0,28,442,72306
4400,4401,14.0,11,5186,17512
12064,12065,4.0,13,12728,58179
78771,78772,15.0,25,1854,64049
45054,45055,33.0,16,7915,26626
42511,42512,22.0,14,9409,41825
73685,73686,19.0,23,7703,1779
67484,67485,12.0,1,3052,9250
70067,70068,3.0,22,4197,91627
35812,35813,29.0,8,12511,24280
70722,70723,39.0,22,7817,99370
28707,28708,59.0,7,456,26509
83683,83684,28.0,26,8666,30333
80749,80750,2.0,25,12974,42238
23950,23951,63.0,0,10952,80995
88530,88531,56.0,27,14690,14883
107336,107337,59.0,34,9890,12770
87320,87321,32.0,27,7347,72261
107452,107453,7.0,34,11335,45135
26758,26759,34.0,6,6790,35569
83998,83999,26.0,26,10301,46452
78749,78750,13.0,25,1830,5258
116,117,2.0,9,1083,91609
52094,52095,85.0,17,12346,27105
51261,51262,25.0,17,8592,67203
93419,93420,4.0,29,12974,15602
56513,56514,26.0,35,4234,44908
84753,84754,3.0,26,13463,21500
28864,28865,19.0,7,2194,11864
59896,59897,5.0,19,6780,101490
109132,109133,1.0,2,7259,22753
4660,4661,52.0,11,6059,78225
68898,68899,10.0,1,13440,7
15476,15477,24.0,3,14542,64585
11263,11264,14.0,13,7714,13691
105651,105652,39.0,34,822,96829
83427,83428,4.0,26,8250,44256
5409,5410,19.0,11,12115,8412
71513,71514,44.0,22,12943,95423
77256,77257,5.0,24,11036,31358
39407,39408,2.0,10,12747,102049
11918,11919,20.0,13,12458,77362
39543,39544,1.0,10,12904,76639
60894,60895,40.0,19,12942,71920
88505,88506,54.0,27,14663,88237
68140,68141,21.0,1,6763,61934
84837,84838,10.0,26,14747,26974
109729,109730,22.0,2,10897,80451
83008,83009,29.0,26,6345,38095
43147,43148,16.0,14,14873,16785
36778,36779,12.0,10,785,10017
43325,43326,10.0,14,15045,93198
61909,61910,3.0,20,3233,37293
105093,105094,1.0,33,10436,86949
57650,57651,3.0,35,10392,78279
77047,77048,4.0,24,7201,34251
60684,60685,1.0,19,10913,22809
20487,20488,24.0,4,8629,31420
80538,80539,32.0,25,9009,23426
103555,103556,9.0,33,3311,23162
68025,68026,68.0,1,6032,19770
77650,77651,14.0,24,10881,13135
18706,18707,41.0,4,1415,94236
42145,42146,65.0,14,6950,10699
109615,109616,4.0,2,10074,59404
104222,104223,31.0,33,6318,22548
15445,15446,19.0,3,14893,71469
7123,7124,105.0,12,3152,12849
81158,81159,1.0,25,15665,47756
27388,27389,48.0,6,11905,79929
22759,22760,17.0,0,3411,57470
110353,110354,141.0,2,11425,7209
72673,72674,74.0,23,1718,101769
61849,61850,39.0,20,1519,37903
35687,35688,2.0,8,12656,85193
70643,70644,8.0,22,7348,15475
24548,24549,27.0,6,784,90002
86630,86631,81.0,27,4734,8471
7469,7470,2.0,12,6053,23609
22130,22131,50.0,4,13610,38918
74746,74747,146.0,23,9177,63008
83088,83089,74.0,26,6010,79577
31710,31711,14.0,7,15104,54502
31822,31823,34.0,7,15005,71912
86465,86466,9.0,27,4726,93819
4356,4357,9.0,11,5333,78182
100219,100220,3.0,32,3898,11890
25836,25837,24.0,6,3688,83621
43363,43364,13.0,14,15086,69765
2752,2753,11.0,9,12925,78732
61636,61637,49.0,20,509,92402
11638,11639,44.0,13,8986,56836
43834,43835,9.0,16,3511,78485
106793,106794,35.0,34,5996,15101
4120,4121,24.0,11,4631,7199
27501,27502,14.0,6,12375,43908
39980,39981,59.0,10,13766,99442
4983,4984,3.0,11,9385,7341
5013,5014,7.0,11,9223,42478
99184,99185,43.0,31,14626,30301
30294,30295,11.0,7,8191,68006
20562,20563,21.0,4,8834,53342
42948,42949,38.0,14,12955,35999
54126,54127,34.0,18,9864,38668
38897,38898,12.0,10,10185,39374
39527,39528,37.0,10,12711,88022
36115,36116,84.0,8,13027,3379
5686,5687,1.0,11,14558,82255
73875,73876,79.0,23,7444,75475
39443,39444,17.0,10,12744,94636
77747,77748,19.0,24,12408,30457
85863,85864,23.0,27,2216,73321
79425,79426,4.0,25,3887,44871
98979,98980,3.0,31,14514,33958
75424,75425,52.0,23,13547,90850
1410,1411,154.0,9,4988,92832
40942,40943,25.0,14,3608,7973
105071,105072,56.0,33,9881,2755
68042,68043,2.0,1,7281,83819
25391,25392,2.0,6,3144,27285
42223,42224,78.0,14,7036,53051
19820,19821,10.0,4,5469,76142
21938,21939,18.0,4,13459,58367
26412,26413,70.0,6,6063,57770
15989,15990,25.0,5,1426,92169
26751,26752,32.0,6,6783,1678
22671,22672,15.0,0,1432,75101
15412,15413,14.0,3,14858,59056
37818,37819,3.0,10,7248,67721
79923,79924,14.0,25,6771,86624
6219,6220,3.0,12,535,44869
56775,56776,13.0,35,4970,73818
58474,58475,7.0,19,884,85211
44868,44869,20.0,16,7808,86436
53538,53539,77.0,18,3154,48311
82912,82913,1.0,26,5930,79202
68124,68125,17.0,1,7280,83377
51412,51413,37.0,17,8863,62591
15266,15267,10.0,3,13074,50335
46267,46268,3.0,15,814,89698
47771,47772,89.0,15,6161,55838
37212,37213,8.0,10,3189,92036
6847,6848,12.0,12,2137,1006
72201,72202,45.0,23,430,53713
29055,29056,13.0,7,2510,73720
32953,32954,5.0,8,1778,38793
88046,88047,22.0,27,12150,3621
83803,83804,47.0,26,8797,8306
53046,53047,76.0,18,488,90710
5539,5540,14.0,11,12649,27441
42908,42909,32.0,14,12912,27563
76972,76973,41.0,24,8297,30696
60675,60676,61.0,19,10417,88017
59852,59853,71.0,19,6100,98139
50212,50213,12.0,17,3687,92005
54099,54100,25.0,18,10319,45582
5797,5798,37.0,11,14532,38497
16611,16612,32.0,5,5167,65367
46872,46873,5.0,15,3078,41755
72128,72129,32.0,23,353,91563
98254,98255,49.0,31,9876,66099
106581,106582,11.0,34,5678,49178
95759,95760,72.0,30,10545,21431
7396,7397,9.0,12,5143,85807
87003,87004,60.0,27,6038,65331
69465,69466,72.0,22,396,39855
106664,106665,3.0,34,6186,10865
104841,104842,142.0,33,8108,49558
81215,81216,1.0,25,15658,39846
43496,43497,2.0,16,657,65962
100183,100184,76.0,32,3063,52099
30591,30592,46.0,7,8263,66513
68399,68400,88.0,1,7044,36952
37150,37151,1.0,10,3030,87204
2271,2272,12.0,9,9290,14517
71068,71069,47.0,22,8962,31753
11580,11581,28.0,13,9398,83221
76154,76155,3.0,24,1501,90516
11791,11792,10.0,13,11113,27551
39035,39036,20.0,10,10346,63261
76491,76492,51.0,24,3084,13467
54065,54066,17.0,18,10282,4321
41527,41528,20.0,14,4688,18577
75414,75415,43.0,23,14475,55066
39764,39765,11.0,10,14397,8599
26159,26160,81.0,6,4433,64410
34261,34262,19.0,8,6348,6929
65255,65256,83.0,21,3844,20387
36045,36046,52.0,8,12951,98645
59769,59770,52.0,19,6012,100127
23879,23880,27.0,0,11524,2546
50612,50613,55.0,17,4753,73102
40506,40507,17.0,14,887,32977
96462,96463,14.0,30,15115,56025
33401,33402,6.0,8,3111,13843
25537,25538,53.0,6,3084,96544
45234,45235,3.0,16,9918,41338
47761,47762,85.0,15,6150,18490
1379,1380,148.0,9,4953,79116
22109,22110,47.0,4,13586,59453
61772,61773,27.0,20,1858,58804
107758,107759,8.0,34,15045,56546
45122,45123,16.0,16,9369,44947
71623,71624,83.0,22,13062,97054
15653,15654,82.0,3,14730,100026
22425,22426,132.0,4,13908,30885
104659,104660,84.0,33,7921,36858
40187,40188,15.0,14,805,54242
15471,15472,24.0,3,14537,62409
49288,49289,62.0,17,492,16136
28171,28172,25.0,6,14633,13149
88648,88649,17.0,28,84,6357
88075,88076,34.0,27,11858,80990
23996,23997,86.0,0,10999,23066
102967,102968,6.0,33,928,35699
24683,24684,52.0,6,431,94782
108308,108309,72.0,2,1136,27235
44473,44474,9.0,16,6318,36836
16461,16462,4.0,5,4370,89795
35620,35621,62.0,8,11972,42634
12903,12904,3.0,3,1445,56005
47049,47050,45.0,15,3123,43532
9300,9301,41.0,12,12958,33052
58590,58591,64.0,19,887,91876
93149,93150,11.0,29,9367,20585
104163,104164,6.0,33,5964,103315
25569,25570,63.0,6,3115,80301
12364,12365,2.0,13,15051,58898
102345,102346,71.0,32,14442,73168
26958,26959,56.0,6,7347,12488
84634,84635,151.0,26,11338,69636
40680,40681,13.0,14,1823,69739
15756,15757,1.0,5,336,91750
490,491,21.0,9,1525,28910
86228,86229,20.0,27,4253,4393
85997,85998,24.0,27,2523,37809
97378,97379,40.0,31,4354,48403
66268,66269,50.0,21,9866,103142
73470,73471,89.0,23,4496,95828
22162,22163,62.0,4,13645,75205
52039,52040,60.0,17,12290,76184
107968,107969,2.0,2,873,7672
47252,47253,7.0,15,3765,83107
75518,75519,100.0,23,13647,11629
77503,77504,32.0,24,10302,75467
85967,85968,17.0,27,2490,77120
7274,7275,9.0,12,4595,60195
79866,79867,6.0,25,7244,65984
2737,2738,10.0,9,12909,10095
36853,36854,7.0,10,1106,25112
4047,4048,4.0,11,4292,44483
60478,60479,69.0,19,9969,102335
69834,69835,63.0,22,3070,100225
81565,81566,9.0,26,1306,25492
61389,61390,4.0,20,480,87563
91439,91440,13.0,29,580,92397
87260,87261,26.0,27,7815,15361
6890,6891,20.0,12,2202,19509
82569,82570,31.0,26,3036,84333
52496,52497,30.0,17,14530,69815
39947,39948,53.0,10,13730,54629
66758,66759,1.0,21,15128,98305
53399,53400,12.0,18,3614,20684
52759,52760,114.0,17,14798,103542
59853,59854,71.0,19,6101,95920
21584,21585,7.0,4,9664,51717
70696,70697,28.0,22,7790,101892
24136,24137,41.0,0,12933,8591
23360,23361,23.0,0,7287,92214
105934,105935,21.0,34,1857,74534
101105,101106,5.0,32,7603,82945
17550,17551,3.0,5,8382,38468
93311,93312,42.0,29,9061,71614
68337,68338,70.0,1,6976,28722
31581,31582,12.0,7,14870,71082
2678,2679,8.0,9,13252,63300
41566,41567,26.0,14,4730,13944
66988,66989,74.0,21,15260,30014
102018,102019,81.0,32,11968,4291
3179,3180,4.0,9,15239,5557
9628,9629,43.0,13,327,12426
24290,24291,70.0,0,13099,9142
76278,76279,18.0,24,2225,9164
10248,10249,16.0,13,3640,61121
64009,64010,53.0,20,12988,50836
50872,50873,7.0,17,7091,45116
78062,78063,40.0,24,12931,48938
76520,76521,3.0,24,4247,24510
106729,106730,18.0,34,6348,38783
92577,92578,13.0,29,4250,25521
42949,42950,38.0,14,12956,90307
84114,84115,8.0,26,10670,31015
7589,7590,23.0,12,5974,6185
106816,106817,36.0,34,6021,77255
62340,62341,18.0,20,5486,9578
90444,90445,61.0,28,9014,24429
92179,92180,53.0,29,3616,95761
74233,74234,24.0,23,8145,1441
104281,104282,56.0,33,5960,38745
65331,65332,32.0,21,4602,17946
96163,96164,37.0,30,12910,21512
24349,24350,93.0,0,13164,3614
33407,33408,7.0,8,3178,17712
18950,18951,30.0,4,1868,3981
24651,24652,50.0,6,396,14979
106639,106640,2.0,34,6330,46853
28454,28455,46.0,6,15769,63822
85685,85686,11.0,27,1579,19194
102963,102964,6.0,33,884,46325
79695,79696,32.0,25,4300,75165
92487,92488,1.0,29,4236,24234
22268,22269,86.0,4,13750,32819
2029,2030,13.0,9,6863,85666
67003,67004,1.0,1,768,43831
73215,73216,25.0,23,4619,123
54357,54358,39.0,18,10397,50654
79954,79955,20.0,25,6805,13360
109611,109612,3.0,2,10029,57419
10833,10834,9.0,13,5487,50501
103737,103738,57.0,33,4282,922
50076,50077,10.0,17,3233,32997
14186,14187,42.0,3,6776,23752
68979,68980,28.0,1,12947,71349
39821,39822,28.0,10,13591,42313
88016,88017,18.0,27,12117,51683
84659,84660,162.0,26,11366,37820
2351,2352,26.0,9,8969,3463
64841,64842,23.0,21,3036,59209
97794,97795,43.0,31,6052,38390
46673,46674,87.0,15,1116,25114
87908,87909,5.0,27,10847,52084
11570,11571,27.0,13,9387,7131
38014,38015,3.0,10,7777,77666
76292,76293,21.0,24,1889,73502
81725,81726,72.0,26,980,69154
85789,85790,2.0,27,1882,79027
51026,51027,16.0,17,8157,100534
8495,8496,10.0,12,9929,35816
24042,24043,10.0,0,13163,37890
43583,43584,26.0,16,812,21584
65141,65142,57.0,21,3718,59308
104489,104490,8.0,33,7992,98765
4078,4079,14.0,11,4586,75098
34943,34944,24.0,8,8138,72022
57447,57448,31.0,35,9415,9756
28486,28487,3.0,7,325,41094
72521,72522,43.0,23,1552,26973
96982,96983,109.0,31,753,48320
91095,91096,31.0,28,13374,79927
82157,82158,103.0,26,1731,78436
79794,79795,2.0,25,6175,62389
88306,88307,10.0,27,14854,27103
30335,30336,17.0,7,7857,49837
83303,83304,7.0,26,7848,62412
31152,31153,93.0,7,10109,26958
10953,10954,16.0,13,6311,46796
71810,71811,30.0,22,14353,92898
7931,7932,27.0,12,7272,22519
108803,108804,13.0,2,4109,31852
8965,8966,7.0,12,12748,77266
23256,23257,59.0,0,6001,59099
34983,34984,28.0,8,8182,87669
17003,17004,18.0,5,7247,98480
27396,27397,51.0,6,11914,96972
87516,87517,39.0,27,8225,66610
25127,25128,11.0,6,2704,13585
94308,94309,45.0,30,933,688
7594,7595,25.0,12,5980,3081
108428,108429,97.0,2,1267,35206
76887,76888,37.0,24,8208,44661
104877,104878,3.0,33,9278,79239
76384,76385,14.0,24,3367,14479
38743,38744,63.0,10,9061,43135
30323,30324,15.0,7,7844,68373
3507,3508,22.0,11,868,9990
88794,88795,11.0,28,225,11762
60689,60690,3.0,19,11468,34100
20648,20649,6.0,4,6359,15422
11917,11918,19.0,13,12457,5643
3605,3606,15.0,11,1821,73233
16827,16828,25.0,5,5553,38454
13814,13815,94.0,3,4430,99837
71547,71548,61.0,22,12980,98448
100386,100387,23.0,32,3751,39987
42734,42735,31.0,14,9890,57803
78641,78642,2.0,25,1017,44650
42956,42957,39.0,14,12964,79990
93103,93104,1.0,29,9396,35660
54242,54243,5.0,18,10725,50899
63438,63439,28.0,20,8973,74132
82539,82540,18.0,26,3613,36201
2826,2827,12.0,9,13864,52878
21802,21803,16.0,4,9804,70406
28783,28784,11.0,7,1745,45853
43972,43973,43.0,16,3132,63819
105130,105131,13.0,33,12963,45164
3860,3861,5.0,11,2686,30221
75972,75973,18.0,24,385,62382
78365,78366,27.0,24,14881,48922
75163,75164,4.0,23,13474,10335
64477,64478,5.0,21,1837,36037
39979,39980,59.0,10,13763,91718
75180,75181,7.0,23,13063,64920
21543,21544,1.0,4,9567,78254
22710,22711,24.0,0,880,34095
99330,99331,31.0,32,329,14499
13382,13383,46.0,3,3058,33438
28500,28501,7.0,7,480,24622
36463,36464,79.0,8,13685,38192
30941,30942,46.0,7,9886,21085
64331,64332,80.0,21,393,95810
51868,51869,17.0,17,12417,57907
93637,93638,40.0,29,13048,1573
8419,8420,25.0,12,9417,18198
37338,37339,8.0,10,3776,63685
69044,69045,41.0,1,13014,70754
58651,58652,80.0,19,954,87310
46755,46756,17.0,15,1856,64921
32976,32977,8.0,8,1839,9158
21014,21015,56.0,4,6618,74371
108853,108854,5.0,2,4325,29533
94761,94762,8.0,30,6053,42592
84990,84991,43.0,26,14587,26133
38386,38387,24.0,10,8833,34113
10871,10872,22.0,13,5529,88232
74691,74692,124.0,23,9119,40418
35656,35657,7.0,8,12187,90684
94747,94748,4.0,30,6330,23528
85783,85784,2.0,27,2167,79000
108604,108605,32.0,2,3639,58768
107490,107491,19.0,34,11746,690
67854,67855,15.0,1,6175,48448
30195,30196,9.0,7,7300,51062
101706,101707,25.0,32,11613,4427
95572,95573,25.0,30,10342,35578
21322,21323,10.0,4,12413,58165
44338,44339,110.0,16,3531,24103
36830,36831,6.0,10,1445,7052
5937,5938,11.0,11,15055,61130
93190,93191,17.0,29,9408,61729
79812,79813,2.0,25,6868,87891
66519,66520,20.0,21,12102,85526
83394,83395,31.0,26,8201,51154
33527,33528,1.0,8,4225,56827
33358,33359,63.0,8,2331,32305
68769,68770,50.0,1,9069,95301
1695,1696,39.0,9,5982,15565
10374,10375,3.0,13,3654,76304
105548,105549,127.0,33,13259,9744
69492,69493,81.0,22,425,43814
59790,59791,57.0,19,6032,91968
104909,104910,15.0,33,9212,19702
103267,103268,31.0,33,2490,34775
107155,107156,24.0,34,9234,18254
23789,23790,26.0,0,10900,118
32648,32649,1.0,8,917,89770
3269,3270,9.0,11,783,52928
42631,42632,8.0,14,10151,52674
71221,71222,75.0,22,9130,36885
44645,44646,50.0,16,6083,15145
72276,72277,22.0,23,1421,31483
6240,6241,8.0,12,757,42208
109300,109301,33.0,2,6834,47030
80191,80192,21.0,25,7350,46975
19178,19179,31.0,4,2520,29465
50255,50256,29.0,17,4131,13357
82959,82960,14.0,26,6293,79128
20470,20471,22.0,4,8610,52542
12581,12582,15.0,13,15866,38392
31430,31431,11.0,7,11424,66778
4239,4240,36.0,11,4651,18019
86802,86803,3.0,27,5931,3792
65169,65170,61.0,21,3749,56357
17688,17689,7.0,5,9045,99288
16598,16599,30.0,5,5153,10114
53390,53391,12.0,18,3604,11013
56586,56587,7.0,35,4589,64038
38059,38060,28.0,10,8140,20523
13613,13614,29.0,3,4600,72111
90581,90582,38.0,28,10321,485
43747,43748,56.0,16,490,34289
35427,35428,13.0,8,12095,55936
81626,81627,32.0,26,875,43111
25136,25137,14.0,6,2714,19951
81631,81632,36.0,26,880,89767
2813,2814,4.0,9,13742,30481
5557,5558,16.0,11,12669,52277
5277,5278,6.0,11,10559,52205
72325,72326,32.0,23,880,24394
77289,77290,5.0,24,11402,39472
3129,3130,32.0,9,14951,95452
62627,62628,3.0,20,5964,95645
57808,57809,27.0,35,10416,3557
108684,108685,46.0,2,3118,73969
52638,52639,65.0,17,14674,58956
47128,47129,63.0,15,3207,88100
20502,20503,28.0,4,8474,14056
211,212,32.0,9,1454,101896
8333,8334,1.0,12,8990,67630
73534,73535,98.0,23,4564,21689
78194,78195,74.0,24,13076,18188
7323,7324,28.0,12,4645,4175
2949,2950,18.0,9,14845,29252
95596,95597,35.0,30,10368,64918
56331,56332,10.0,35,2844,1685
95663,95664,54.0,30,10441,58894
93262,93263,30.0,29,9008,79224
2381,2382,2.0,9,10184,86122
38086,38087,3.0,10,8449,7635
29416,29417,6.0,7,3698,56783
18507,18508,45.0,5,14975,4567
31154,31155,94.0,7,10111,23336
4038,4039,2.0,11,4593,18478
14873,14874,37.0,3,10345,50386
79610,79611,16.0,25,4600,6435
38047,38048,19.0,10,8025,91724
58178,58179,5.0,35,15294,43676
88531,88532,56.0,27,14692,16275
58507,58508,24.0,19,1250,76107
89954,89955,19.0,28,6300,40284
8522,8523,28.0,12,10218,69942
3021,3022,15.0,9,15062,8149
70829,70830,15.0,22,8070,97813
86357,86358,1.0,27,4259,80279
64684,64685,44.0,21,1887,3268
102292,102293,34.0,32,13876,68383
100756,100757,39.0,32,6310,97059
80704,80705,62.0,25,9188,89365
85469,85470,68.0,27,389,50059
32079,32080,54.0,7,15268,63045
12930,12931,11.0,3,1139,16725
64078,64079,64.0,20,13065,37843
76617,76618,13.0,24,4514,17812
93665,93666,46.0,29,13078,83718
106575,106576,8.0,34,5671,16424
84255,84256,16.0,26,10929,6706
89905,89906,2.0,28,6263,17772
68558,68559,6.0,1,8946,46398
51032,51033,16.0,17,8164,100092
20005,20006,31.0,4,5699,67289
40892,40893,13.0,14,3133,29384
97576,97577,1.0,31,5930,29932
16156,16157,103.0,5,1010,46170
109133,109134,1.0,2,7270,56212
55019,55020,105.0,18,13699,48043
7896,7897,24.0,12,7157,30859
87440,87441,12.0,27,8398,11485
51962,51963,39.0,17,12205,66528
18013,18014,24.0,5,10351,84402
44410,44411,1.0,16,6308,41453
99272,99273,15.0,32,735,81614
83496,83497,22.0,26,8440,4883
18729,18730,53.0,4,1439,57705
26017,26018,42.0,6,4282,7213
48464,48465,97.0,15,10473,90168
31989,31990,36.0,7,15170,55399
74803,74804,27.0,23,10280,51065
82945,82946,12.0,26,6175,41260
87311,87312,32.0,27,7338,81443
38623,38624,37.0,10,9401,69541
98906,98907,33.0,31,13600,76973
77349,77350,8.0,24,9279,48705
47846,47847,17.0,15,7249,55383
