Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
1268,Henry IV,102,2.4.265,"to the doors: watch to-night, pray to-morrow.",BANQUO
1269,Henry IV,102,2.4.266,"Gallants, lads, boys, hearts of gold, all the titles",JULIET
1270,Henry IV,102,2.4.267,"of good fellowship come to you! What, shall we be",PAULINA
1271,Henry IV,102,2.4.268,merry? shall we have a play extempore?,LUCENTIO
1272,Henry IV,103,2.4.269,"Content, and the argument shall be thy running away.",Second Lord
1273,Henry IV,104,2.4.270,"Ah, no more of that, Hal, an thou lovest me!",KING HENRY V
1274,Henry IV,104,,Enter Hostess,PARIS
1275,Henry IV,105,2.4.271,"O Jesu, my lord the prince!",BASSIANUS
1276,Henry IV,106,2.4.272,"How now, my lady the hostess! what sayest thou to",OCTAVIUS
1277,Henry IV,106,2.4.273,me?,PORTIA
1278,Henry IV,107,2.4.274,"Marry, my lord, there is a nobleman of the court at",PETRUCHIO
1279,Henry IV,107,2.4.275,door would speak with you: he says he comes from,NERISSA
1280,Henry IV,107,2.4.276,your father.,URSULA
1281,Henry IV,108,2.4.277,"Give him as much as will make him a royal man, and",OLIVIA
1282,Henry IV,108,2.4.278,send him back again to my mother.,IAGO
1283,Henry IV,109,2.4.279,What manner of man is he?,GOWER
1284,Henry IV,110,2.4.280,An old man.,CAESAR
1285,Henry IV,111,2.4.281,What doth gravity out of his bed at midnight? Shall,KING HENRY VIII
1286,Henry IV,111,2.4.282,I give him his answer?,KING RICHARD III
1287,Henry IV,112,2.4.283,"Prithee, do, Jack.",SOMERSET
1288,Henry IV,113,2.4.284,"'Faith, and I'll send him packing.",Gentlewoman
1289,Henry IV,113,,Exit FALSTAFF,QUEEN MARGARET
1290,Henry IV,114,2.4.285,"Now, sirs: by'r lady, you fought fair, so did you,",BEDFORD
1291,Henry IV,114,2.4.286,"Peto, so did you, Bardolph: you are lions too, you",LORD POLONIUS
1292,Henry IV,114,2.4.287,"ran away upon instinct, you will not touch the true",HAMLET
1293,Henry IV,114,2.4.288,"prince, no, fie!",GONERIL
1294,Henry IV,115,2.4.289,"'Faith, I ran when I saw others run.",Second Lord
1295,Henry IV,116,2.4.290,"'Faith, tell me now in earnest, how came Falstaff's",Chorus
1296,Henry IV,116,2.4.291,sword so hacked?,KATHARINA
1297,Henry IV,117,2.4.292,"Why, he hacked it with his dagger, and said he would",YORK
1298,Henry IV,117,2.4.293,swear truth out of England but he would make you,First Lord
1299,Henry IV,117,2.4.294,"believe it was done in fight, and persuaded us to do the like.",CORNWALL
1300,Henry IV,118,2.4.295,"Yea, and to tickle our noses with spear-grass to",BASTARD
1301,Henry IV,118,2.4.296,"make them bleed, and then to beslubber our garments",Sicilius Leonatus
1302,Henry IV,118,2.4.297,with it and swear it was the blood of true men. I,LADY ANNE
1303,Henry IV,118,2.4.298,"did that I did not this seven year before, I blushed",FALSTAFF
1304,Henry IV,118,2.4.299,to hear his monstrous devices.,BAPTISTA
1305,Henry IV,119,2.4.300,"O villain, thou stolest a cup of sack eighteen years",ADRIANA
1306,Henry IV,119,2.4.301,"ago, and wert taken with the manner, and ever since",AUTOLYCUS
1307,Henry IV,119,2.4.302,thou hast blushed extempore. Thou hadst fire and,Gentleman
1308,Henry IV,119,2.4.303,"sword on thy side, and yet thou rannest away: what",BERTRAM
1309,Henry IV,119,2.4.304,instinct hadst thou for it?,BENVOLIO
1310,Henry IV,120,2.4.305,"My lord, do you see these meteors? do you behold",BERNARDO
1311,Henry IV,120,2.4.306,these exhalations?,OLIVER
1312,Henry IV,121,2.4.307,I do.,Third Gentleman
1313,Henry IV,122,2.4.308,What think you they portend?,DUKE OF VENICE
1314,Henry IV,123,2.4.309,Hot livers and cold purses.,JULIET
1315,Henry IV,124,2.4.310,"Choler, my lord, if rightly taken.",LORENZO
1316,Henry IV,125,2.4.311,"No, if rightly taken, halter.",DROMIO OF EPHESUS
1317,Henry IV,125,,Re-enter FALSTAFF,SALISBURY
1318,Henry IV,125,2.4.312,"Here comes lean Jack, here comes bare-bone.",CLAUDIO
1319,Henry IV,125,2.4.313,"How now, my sweet creature of bombast!",TALBOT
1320,Henry IV,125,2.4.314,"How long is't ago, Jack, since thou sawest thine own knee?",SIR WALTER BLUNT
1321,Henry IV,126,2.4.315,"My own knee! when I was about thy years, Hal, I was",IACHIMO
1322,Henry IV,126,2.4.316,"not an eagle's talon in the waist, I could have",PAGE
1323,Henry IV,126,2.4.317,crept into any alderman's thumb-ring: a plague of,LEONATO
1324,Henry IV,126,2.4.318,sighing and grief! it blows a man up like a,Soothsayer
1325,Henry IV,126,2.4.319,bladder. There's villanous news abroad: here was,MIRANDA
1326,Henry IV,126,2.4.320,"Sir John Bracy from your father, you must to the",MISTRESS PAGE
1327,Henry IV,126,2.4.321,court in the morning. That same mad fellow of the,PORTIA
1328,Henry IV,126,2.4.322,"north, Percy, and he of Wales, that gave Amamon the",PHEBE
1329,Henry IV,126,2.4.323,bastinado and made Lucifer cuckold and swore the,POMPEY
1330,Henry IV,126,2.4.324,devil his true liegeman upon the cross of a Welsh,Boatswain
1331,Henry IV,126,2.4.325,hook--what a plague call you him?,MACBETH
1332,Henry IV,127,2.4.326,"O, Glendower.",Messenger
1333,Henry IV,128,2.4.327,"Owen, Owen, the same, and his son-in-law Mortimer,",SLENDER
1334,Henry IV,128,2.4.328,"and old Northumberland, and that sprightly Scot of",SALISBURY
1335,Henry IV,128,2.4.329,"Scots, Douglas, that runs o' horseback up a hill",LAUNCE
1336,Henry IV,128,2.4.330,"perpendicular,--",CARDINAL WOLSEY
1337,Henry IV,129,2.4.331,He that rides at high speed and with his pistol,TITUS ANDRONICUS
1338,Henry IV,129,2.4.332,kills a sparrow flying.,GLOUCESTER
1339,Henry IV,130,2.4.333,You have hit it.,LYSANDER
1340,Henry IV,131,2.4.334,So did he never the sparrow.,JULIET
1341,Henry IV,132,2.4.335,"Well, that rascal hath good mettle in him, he will not run.",CLAUDIO
1342,Henry IV,133,2.4.336,"Why, what a rascal art thou then, to praise him so",EDMUND
1343,Henry IV,133,2.4.337,for running!,COMINIUS
1344,Henry IV,134,2.4.338,"O' horseback, ye cuckoo, but afoot he will not budge a foot.",DOMITIUS ENOBARBUS
1345,Henry IV,135,2.4.339,"Yes, Jack, upon instinct.",SOMERSET
1346,Henry IV,136,2.4.340,"I grant ye, upon instinct. Well, he is there too,",KING HENRY VI
1347,Henry IV,136,2.4.341,"and one Mordake, and a thousand blue-caps more:",ANTIOCHUS
1348,Henry IV,136,2.4.342,"Worcester is stolen away to-night, thy father's",JOAN LA PUCELLE
1349,Henry IV,136,2.4.343,beard is turned white with the news: you may buy,Clown
1350,Henry IV,136,2.4.344,land now as cheap as stinking mackerel.,KING EDWARD IV
1351,Henry IV,137,2.4.345,"Why, then, it is like, if there come a hot June and",KING RICHARD III
1352,Henry IV,137,2.4.346,"this civil buffeting hold, we shall buy maidenheads",LADY PERCY
1353,Henry IV,137,2.4.347,"as they buy hob-nails, by the hundreds.",ORLANDO
1354,Henry IV,138,2.4.348,"By the mass, lad, thou sayest true, it is like we",OPHELIA
1355,Henry IV,138,2.4.349,"shall have good trading that way. But tell me, Hal,",BERTRAM
1356,Henry IV,138,2.4.350,art not thou horrible afeard? thou being,BANQUO
1357,Henry IV,138,2.4.351,"heir-apparent, could the world pick thee out three",CARDINAL WOLSEY
1358,Henry IV,138,2.4.352,"such enemies again as that fiend Douglas, that",IRIS
1359,Henry IV,138,2.4.353,"spirit Percy, and that devil Glendower? Art thou",LEONTES
1360,Henry IV,138,2.4.354,not horribly afraid? doth not thy blood thrill at,KING JOHN
1361,Henry IV,138,2.4.355,it?,VINCENTIO
1362,Henry IV,139,2.4.356,"Not a whit, i' faith, I lack some of thy instinct.",Third Conspirator
1363,Henry IV,140,2.4.357,"Well, thou wert be horribly chid tomorrow when thou",ANGELO
1364,Henry IV,140,2.4.358,"comest to thy father: if thou love me, practise an answer.",HERO
1365,Henry IV,141,2.4.359,"Do thou stand for my father, and examine me upon the",MENENIUS
1366,Henry IV,141,2.4.360,particulars of my life.,KING HENRY VI
1367,Henry IV,142,2.4.361,"Shall I? content: this chair shall be my state,",KING RICHARD II
1368,Henry IV,142,2.4.362,"this dagger my sceptre, and this cushion my crown.",CARDINAL
1369,Henry IV,143,2.4.363,"Thy state is taken for a joined-stool, thy golden",SEBASTIAN
1370,Henry IV,143,2.4.364,"sceptre for a leaden dagger, and thy precious rich",Clown
1371,Henry IV,143,2.4.365,crown for a pitiful bald crown!,Clown
1372,Henry IV,144,2.4.366,"Well, an the fire of grace be not quite out of thee,",PAROLLES
1373,Henry IV,144,2.4.367,now shalt thou be moved. Give me a cup of sack to,BENVOLIO
1374,Henry IV,144,2.4.368,"make my eyes look red, that it may be thought I have",BURGUNDY
1375,Henry IV,144,2.4.369,"wept, for I must speak in passion, and I will do it",GOWER
1376,Henry IV,144,2.4.370,in King Cambyses' vein.,PAROLLES
1377,Henry IV,145,2.4.371,"Well, here is my leg.",QUEEN ELIZABETH
1378,Henry IV,146,2.4.372,"And here is my speech. Stand aside, nobility.",JOAN LA PUCELLE
1379,Henry IV,147,2.4.373,"O Jesu, this is excellent sport, i' faith!",ARRAGON
1380,Henry IV,148,2.4.374,"Weep not, sweet queen, for trickling tears are vain.",QUEEN ELIZABETH
1381,Henry IV,149,2.4.375,"O, the father, how he holds his countenance!",HECTOR
1382,Henry IV,150,2.4.376,"For God's sake, lords, convey my tristful queen,",ROMEO
1383,Henry IV,150,2.4.377,For tears do stop the flood-gates of her eyes.,MALVOLIO
1384,Henry IV,151,2.4.378,"O Jesu, he doth it as like one of these harlotry",GLENDOWER
1385,Henry IV,151,2.4.379,players as ever I see!,OLIVIA
1386,Henry IV,152,2.4.380,"Peace, good pint-pot, peace, good tickle-brain.",CLOTEN
1387,Henry IV,152,2.4.381,"Harry, I do not only marvel where thou spendest thy",QUEEN
1388,Henry IV,152,2.4.382,"time, but also how thou art accompanied: for though",LAUNCE
1389,Henry IV,152,2.4.383,"the camomile, the more it is trodden on the faster",LADY MACBETH
1390,Henry IV,152,2.4.384,"it grows, yet youth, the more it is wasted the",LEONTES
1391,Henry IV,152,2.4.385,"sooner it wears. That thou art my son, I have",BALTHASAR
1392,Henry IV,152,2.4.386,"partly thy mother's word, partly my own opinion,",FORD
1393,Henry IV,152,2.4.387,but chiefly a villanous trick of thine eye and a,COUNTESS
1394,Henry IV,152,2.4.388,"foolish-hanging of thy nether lip, that doth warrant",TIMON
1395,Henry IV,152,2.4.389,"me. If then thou be son to me, here lies the point,",LUCIUS
1396,Henry IV,152,2.4.390,"why, being son to me, art thou so pointed at? Shall",DON JOHN
1397,Henry IV,152,2.4.391,the blessed sun of heaven prove a micher and eat,ISABELLA
1398,Henry IV,152,2.4.392,blackberries? a question not to be asked. Shall,KING HENRY V
1399,Henry IV,152,2.4.393,the sun of England prove a thief and take purses? a,GLOUCESTER
1400,Henry IV,152,2.4.394,"question to be asked. There is a thing, Harry,",FRIAR LAURENCE
1401,Henry IV,152,2.4.395,which thou hast often heard of and it is known to,KING RICHARD II
1402,Henry IV,152,2.4.396,"many in our land by the name of pitch: this pitch,",STANLEY
1403,Henry IV,152,2.4.397,"as ancient writers do report, doth defile, so doth",BOYET
1404,Henry IV,152,2.4.398,"the company thou keepest: for, Harry, now I do not",SALARINO
1405,Henry IV,152,2.4.399,"speak to thee in drink but in tears, not in",BENEDICK
1406,Henry IV,152,2.4.400,"pleasure but in passion, not in words only, but in",PISANIO
1407,Henry IV,152,2.4.401,woes also: and yet there is a virtuous man whom I,TIMON
1408,Henry IV,152,2.4.402,"have often noted in thy company, but I know not his name.",ROSALIND
1409,Henry IV,153,2.4.403,"What manner of man, an it like your majesty?",MORTIMER
1410,Henry IV,154,2.4.404,"A goodly portly man, i' faith, and a corpulent, of a",LODOVICO
1411,Henry IV,154,2.4.405,"cheerful look, a pleasing eye and a most noble",ULYSSES
1412,Henry IV,154,2.4.406,"carriage, and, as I think, his age some fifty, or,",SOMERSET
1413,Henry IV,154,2.4.407,"by'r lady, inclining to three score, and now I",KING CLAUDIUS
1414,Henry IV,154,2.4.408,"remember me, his name is Falstaff: if that man",TALBOT
1415,Henry IV,154,2.4.409,"should be lewdly given, he deceiveth me, for, Harry,",ROMEO
1416,Henry IV,154,2.4.410,I see virtue in his looks. If then the tree may be,DUKE ORSINO
1417,Henry IV,154,2.4.411,"known by the fruit, as the fruit by the tree, then,",MENENIUS
1418,Henry IV,154,2.4.412,"peremptorily I speak it, there is virtue in that",Nurse
1419,Henry IV,154,2.4.413,"Falstaff: him keep with, the rest banish. And tell",SEBASTIAN
1420,Henry IV,154,2.4.414,"me now, thou naughty varlet, tell me, where hast",FRIAR LAURENCE
1421,Henry IV,154,2.4.415,thou been this month?,AARON
1422,Henry IV,155,2.4.416,"Dost thou speak like a king? Do thou stand for me,",PORTIA
1423,Henry IV,155,2.4.417,and I'll play my father.,Gentleman
1424,Henry IV,156,2.4.418,"Depose me? if thou dost it half so gravely, so",PERICLES
1425,Henry IV,156,2.4.419,"majestically, both in word and matter, hang me up by",CLAUDIO
1426,Henry IV,156,2.4.420,the heels for a rabbit-sucker or a poulter's hare.,SHYLOCK
1427,Henry IV,157,2.4.421,"Well, here I am set.",FERDINAND
1428,Henry IV,158,2.4.422,"And here I stand: judge, my masters.",KENT
1429,Henry IV,159,2.4.423,"Now, Harry, whence come you?",MENENIUS
1430,Henry IV,160,2.4.424,"My noble lord, from Eastcheap.",HORTENSIO
1431,Henry IV,161,2.4.425,The complaints I hear of thee are grievous.,DUKE VINCENTIO
1432,Henry IV,162,2.4.426,"'Sblood, my lord, they are false: nay, I'll tickle",PERICLES
1433,Henry IV,162,2.4.427,"ye for a young prince, i' faith.",Messenger
1434,Henry IV,163,2.4.428,"Swearest thou, ungracious boy? henceforth ne'er look",IMOGEN
1435,Henry IV,163,2.4.429,on me. Thou art violently carried away from grace:,MARK ANTONY
1436,Henry IV,163,2.4.430,there is a devil haunts thee in the likeness of an,IAGO
1437,Henry IV,163,2.4.431,"old fat man, a tun of man is thy companion. Why",BERTRAM
1438,Henry IV,163,2.4.432,"dost thou converse with that trunk of humours, that",SALISBURY
1439,Henry IV,163,2.4.433,"bolting-hutch of beastliness, that swollen parcel",SIMONIDES
1440,Henry IV,163,2.4.434,"of dropsies, that huge bombard of sack, that stuffed",ORLANDO
1441,Henry IV,163,2.4.435,"cloak-bag of guts, that roasted Manningtree ox with",MACBETH
1442,Henry IV,163,2.4.436,"the pudding in his belly, that reverend vice, that",AGAMEMNON
1443,Henry IV,163,2.4.437,"grey iniquity, that father ruffian, that vanity in",BEDFORD
1444,Henry IV,163,2.4.438,"years? Wherein is he good, but to taste sack and",FLAVIUS
1445,Henry IV,163,2.4.439,"drink it? wherein neat and cleanly, but to carve a",TITUS ANDRONICUS
1446,Henry IV,163,2.4.440,"capon and eat it? wherein cunning, but in craft?",TALBOT
1447,Henry IV,163,2.4.441,"wherein crafty, but in villany? wherein villanous,",Messenger
1448,Henry IV,163,2.4.442,"but in all things? wherein worthy, but in nothing?",KING HENRY V
1449,Henry IV,164,2.4.443,I would your grace would take me with you: whom,CLAUDIO
1450,Henry IV,164,2.4.444,means your grace?,Messenger
1451,Henry IV,165,2.4.445,"That villanous abominable misleader of youth,",LADY MACBETH
1452,Henry IV,165,2.4.446,"Falstaff, that old white-bearded Satan.",BERNARDO
1453,Henry IV,166,2.4.447,"My lord, the man I know.",GUILDENSTERN
1454,Henry IV,167,2.4.448,I know thou dost.,ROSALIND
1455,Henry IV,168,2.4.449,"But to say I know more harm in him than in myself,",OF WINCHESTER
1456,Henry IV,168,2.4.450,"were to say more than I know. That he is old, the",AGAMEMNON
1457,Henry IV,168,2.4.451,"more the pity, his white hairs do witness it, but",HERO
1458,Henry IV,168,2.4.452,"that he is, saving your reverence, a whoremaster,",FLUELLEN
1459,Henry IV,168,2.4.453,"that I utterly deny. If sack and sugar be a fault,",KING CLAUDIUS
1460,Henry IV,168,2.4.454,God help the wicked! if to be old and merry be a,MACBETH
1461,Henry IV,168,2.4.455,"sin, then many an old host that I know is damned: if",LEONTES
1462,Henry IV,168,2.4.456,"to be fat be to be hated, then Pharaoh's lean kine",IAGO
1463,Henry IV,168,2.4.457,"are to be loved. No, my good lord, banish Peto,",First Gentleman
1464,Henry IV,168,2.4.458,"banish Bardolph, banish Poins: but for sweet Jack",EARL OF WORCESTER
1465,Henry IV,168,2.4.459,"Falstaff, kind Jack Falstaff, true Jack Falstaff,",DON PEDRO
1466,Henry IV,168,2.4.460,"valiant Jack Falstaff, and therefore more valiant,",LADY MACBETH
1467,Henry IV,168,2.4.461,"being, as he is, old Jack Falstaff, banish not him",PAULINA
1468,Henry IV,168,2.4.462,"thy Harry's company, banish not him thy Harry's",ADRIANO DE ARMADO
1469,Henry IV,168,2.4.463,"company: banish plump Jack, and banish all the world.",KING RICHARD III
1470,Henry IV,169,2.4.464,"I do, I will.",CORIN
1471,Henry IV,169,,A knocking heard,KING HENRY VI
1472,Henry IV,169,,"Exeunt Hostess, FRANCIS, and BARDOLPH",GUIDERIUS
1473,Henry IV,169,,"Re-enter BARDOLPH, running",MENENIUS
1474,Henry IV,170,2.4.465,"O, my lord, my lord! the sheriff with a most",ANGELO
1475,Henry IV,170,2.4.466,monstrous watch is at the door.,LODOVICO
1476,Henry IV,171,2.4.467,"Out, ye rogue! Play out the play: I have much to",PUCK
1477,Henry IV,171,2.4.468,say in the behalf of that Falstaff.,QUEEN ELIZABETH
1478,Henry IV,171,,Re-enter the Hostess,HENRY BOLINGBROKE
1479,Henry IV,172,2.4.469,"O Jesu, my lord, my lord!",PERDITA
1480,Henry IV,173,2.4.470,"Heigh, heigh! the devil rides upon a fiddlestick:",CERES
1481,Henry IV,173,2.4.471,what's the matter?,YORK
1482,Henry IV,174,2.4.472,The sheriff and all the watch are at the door: they,BENEDICK
1483,Henry IV,174,2.4.473,are come to search the house. Shall I let them in?,HELENA
1484,Henry IV,175,2.4.474,"Dost thou hear, Hal? never call a true piece of",KING HENRY IV
1485,Henry IV,175,2.4.475,"gold a counterfeit: thou art essentially mad,",PERICLES
1486,Henry IV,175,2.4.476,without seeming so.,CORIOLANUS
1487,Henry IV,176,2.4.477,"And thou a natural coward, without instinct.",GREMIO
1488,Henry IV,177,2.4.478,"I deny your major: if you will deny the sheriff,",TIMON
1489,Henry IV,177,2.4.479,"so, if not, let him enter: if I become not a cart",MACDUFF
1490,Henry IV,177,2.4.480,"as well as another man, a plague on my bringing up!",KING PHILIP
1491,Henry IV,177,2.4.481,I hope I shall as soon be strangled with a halter as another.,QUEEN KATHARINE
1492,Henry IV,178,2.4.482,"Go, hide thee behind the arras: the rest walk up",BERTRAM
1493,Henry IV,178,2.4.483,"above. Now, my masters, for a true face and good",POSTHUMUS LEONATUS
1494,Henry IV,178,2.4.484,conscience.,DIOMEDES
1495,Henry IV,179,2.4.485,"Both which I have had: but their date is out, and",FRIAR LAURENCE
1496,Henry IV,179,2.4.486,therefore I'll hide me.,FALSTAFF
1497,Henry IV,180,2.4.487,Call in the sheriff.,HAMLET
1498,Henry IV,180,,Exeunt all except PRINCE HENRY and PETO,PETRUCHIO
1499,Henry IV,180,,Enter Sheriff and the Carrier,ADRIANO DE ARMADO
1500,Henry IV,180,2.4.488,"Now, master sheriff, what is your will with me?",AARON
1501,Henry IV,181,2.4.489,"First, pardon me, my lord. A hue and cry",First Goth
1502,Henry IV,181,2.4.490,Hath follow'd certain men unto this house.,HORTENSIO
1503,Henry IV,182,2.4.491,What men?,Fool
1504,Henry IV,183,2.4.492,"One of them is well known, my gracious lord,",PRINCE HENRY
1505,Henry IV,183,2.4.493,A gross fat man.,MOTH
1506,Henry IV,184,2.4.494,As fat as butter.,TITANIA
1507,Henry IV,185,2.4.495,"The man, I do assure you, is not here,",KING CLAUDIUS
1508,Henry IV,185,2.4.496,For I myself at this time have employ'd him.,PETRUCHIO
1509,Henry IV,185,2.4.497,"And, sheriff, I will engage my word to thee",SILVIA
1510,Henry IV,185,2.4.498,"That I will, by to-morrow dinner-time,",SICINIUS
1511,Henry IV,185,2.4.499,"Send him to answer thee, or any man,",Lord Marshal
1512,Henry IV,185,2.4.500,For any thing he shall be charged withal:,Poet
1513,Henry IV,185,2.4.501,And so let me entreat you leave the house.,ANGELO
1514,Henry IV,186,2.4.502,"I will, my lord. There are two gentlemen",QUEEN GERTRUDE
1515,Henry IV,186,2.4.503,Have in this robbery lost three hundred marks.,MARCUS
1516,Henry IV,187,2.4.504,"It may be so: if he have robb'd these men,",AARON
1517,Henry IV,187,2.4.505,"He shall be answerable, and so farewell.",MONTAGUE
1518,Henry IV,188,2.4.506,"Good night, my noble lord.",BOULT
1519,Henry IV,189,2.4.507,"I think it is good morrow, is it not?",Second Clown
1520,Henry IV,190,2.4.508,"Indeed, my lord, I think it be two o'clock.",KING EDWARD IV
1521,Henry IV,190,,Exeunt Sheriff and Carrier,CAPULET
1522,Henry IV,191,2.4.509,"This oily rascal is known as well as Paul's. Go,",EROS
1523,Henry IV,191,2.4.510,call him forth.,Ghost
1524,Henry IV,192,2.4.511,"Falstaff!--Fast asleep behind the arras, and",AUTOLYCUS
1525,Henry IV,192,2.4.512,snorting like a horse.,DULL
1526,Henry IV,193,2.4.513,"Hark, how hard he fetches breath. Search his pockets.",ROSALIND
1527,Henry IV,193,,"He searcheth his pockets, and findeth certain papers",WARWICK
1528,Henry IV,193,2.4.514,What hast thou found?,CARDINAL PANDULPH
1529,Henry IV,194,2.4.515,"Nothing but papers, my lord.",ROSALIND
1530,Henry IV,195,2.4.516,Let's see what they be: read them.,DIANA
1531,Henry IV,196,2.4.517,"[Reads]  Item, A capon,. . 2s. 2d.",BUCKINGHAM
1532,Henry IV,196,2.4.518,"Item, Sauce,. . . 4d.",CLAUDIO
1533,Henry IV,196,2.4.519,"Item, Sack, two gallons, 5s. 8d.",BUCKINGHAM
1534,Henry IV,196,2.4.520,"Item, Anchovies and sack after supper, 2s. 6d.",BRUTUS
1535,Henry IV,196,2.4.521,"Item, Bread,        ob.",LEONTES
1536,Henry IV,197,2.4.522,O monstrous! but one half-penny-worth of bread to,DOCTOR CAIUS
1537,Henry IV,197,2.4.523,"this intolerable deal of sack! What there is else,",WARWICK
1538,Henry IV,197,2.4.524,"keep close, we'll read it at more advantage: there",OTHELLO
1539,Henry IV,197,2.4.525,let him sleep till day. I'll to the court in the,MONTAGUE
1540,Henry IV,197,2.4.526,"morning. We must all to the wars, and thy place",KING HENRY V
1541,Henry IV,197,2.4.527,shall be honourable. I'll procure this fat rogue a,IMOGEN
1542,Henry IV,197,2.4.528,"charge of foot, and I know his death will be a",CONSTANCE
1543,Henry IV,197,2.4.529,march of twelve-score. The money shall be paid,DESDEMONA
1544,Henry IV,197,2.4.530,back again with advantage. Be with me betimes in,MACBETH
1545,Henry IV,197,2.4.531,"the morning, and so, good morrow, Peto.",CLOTEN
1546,Henry IV,197,,Exeunt,ANTONIO
1547,Henry IV,198,2.4.532,"Good morrow, good my lord.",RODERIGO
1548,Henry IV,198,2.4.532,ACT III,BEATRICE
1549,Henry IV,198,2.4.532,SCENE I. Bangor. The Archdeacon's house.,Chamberlain
1550,Henry IV,198,,"Enter HOTSPUR, WORCESTER, MORTIMER, and GLENDOWER",REGAN
1551,Henry IV,1,3.1.1,"These promises are fair, the parties sure,",TITUS ANDRONICUS
1552,Henry IV,1,3.1.2,And our induction full of prosperous hope.,KING HENRY V
1553,Henry IV,2,3.1.3,"Lord Mortimer, and cousin Glendower,",CAMILLO
1554,Henry IV,2,3.1.4,Will you sit down?,AENEAS
1555,Henry IV,2,3.1.5,And uncle Worcester: a plague upon it!,PRINCESS
1556,Henry IV,2,3.1.6,I have forgot the map.,CYMBELINE
1557,Henry IV,3,3.1.7,"No, here it is.",QUEEN MARGARET
1558,Henry IV,3,3.1.8,"Sit, cousin Percy, sit, good cousin Hotspur,",Captain
1559,Henry IV,3,3.1.9,For by that name as oft as Lancaster,Soldier
1560,Henry IV,3,3.1.10,"Doth speak of you, his cheek looks pale and with",ULYSSES
1561,Henry IV,3,3.1.11,A rising sigh he wisheth you in heaven.,QUEEN MARGARET
1562,Henry IV,4,3.1.12,"And you in hell, as oft as he hears Owen Glendower spoke of.",MARIANA
1563,Henry IV,5,3.1.13,I cannot blame him: at my nativity,Shepherd
1564,Henry IV,5,3.1.14,"The front of heaven was full of fiery shapes,",CATESBY
1565,Henry IV,5,3.1.15,"Of burning cressets, and at my birth",PRIAM
1566,Henry IV,5,3.1.16,The frame and huge foundation of the earth,PETRUCHIO
1567,Henry IV,5,3.1.17,Shaked like a coward.,Second Citizen
1568,Henry IV,6,3.1.18,"Why, so it would have done at the same season, if",DUKE ORSINO
1569,Henry IV,6,3.1.19,"your mother's cat had but kittened, though yourself",ORLANDO
1570,Henry IV,6,3.1.20,had never been born.,CRANMER
1571,Henry IV,7,3.1.21,I say the earth did shake when I was born.,FORD
1572,Henry IV,8,3.1.22,"And I say the earth was not of my mind,",MISTRESS PAGE
1573,Henry IV,8,3.1.23,If you suppose as fearing you it shook.,QUEEN
1574,Henry IV,9,3.1.24,"The heavens were all on fire, the earth did tremble.",OLIVER
1575,Henry IV,10,3.1.25,"O, then the earth shook to see the heavens on fire,",TIMON
1576,Henry IV,10,3.1.26,And not in fear of your nativity.,PAULINA
1577,Henry IV,10,3.1.27,Diseased nature oftentimes breaks forth,AUTOLYCUS
1578,Henry IV,10,3.1.28,"In strange eruptions, oft the teeming earth",CLIFFORD
1579,Henry IV,10,3.1.29,Is with a kind of colic pinch'd and vex'd,POSTHUMUS LEONATUS
1580,Henry IV,10,3.1.30,By the imprisoning of unruly wind,VALENTINE
1581,Henry IV,10,3.1.31,"Within her womb, which, for enlargement striving,",of BUCKINGHAM
1582,Henry IV,10,3.1.32,Shakes the old beldam earth and topples down,LUCIO
1583,Henry IV,10,3.1.33,Steeples and moss-grown towers. At your birth,HUBERT
1584,Henry IV,10,3.1.34,"Our grandam earth, having this distemperature,",HELENA
1585,Henry IV,10,3.1.35,In passion shook.,FALSTAFF
1586,Henry IV,11,3.1.36,"Cousin, of many men",EDMUND
1587,Henry IV,11,3.1.37,I do not bear these crossings. Give me leave,MARIANA
1588,Henry IV,11,3.1.38,To tell you once again that at my birth,KING LEAR
1589,Henry IV,11,3.1.39,"The front of heaven was full of fiery shapes,",JULIA
1590,Henry IV,11,3.1.40,"The goats ran from the mountains, and the herds",HENRY PERCY
1591,Henry IV,11,3.1.41,Were strangely clamorous to the frighted fields.,TITINIUS
1592,Henry IV,11,3.1.42,"These signs have mark'd me extraordinary,",CORDELIA
1593,Henry IV,11,3.1.43,And all the courses of my life do show,Lord
1594,Henry IV,11,3.1.44,I am not in the roll of common men.,ANGELO
1595,Henry IV,11,3.1.45,"Where is he living, clipp'd in with the sea",DUKE ORSINO
1596,Henry IV,11,3.1.46,"That chides the banks of England, Scotland, Wales,",PRINCE HENRY
1597,Henry IV,11,3.1.47,"Which calls me pupil, or hath read to me?",MIRANDA
1598,Henry IV,11,3.1.48,And bring him out that is but woman's son,GLENDOWER
1599,Henry IV,11,3.1.49,Can trace me in the tedious ways of art,HUME
1600,Henry IV,11,3.1.50,And hold me pace in deep experiments.,LAERTES
1601,Henry IV,12,3.1.51,I think there's no man speaks better Welsh.,ARRAGON
1602,Henry IV,12,3.1.52,I'll to dinner.,EXETER
1603,Henry IV,13,3.1.53,"Peace, cousin Percy, you will make him mad.",QUEEN ELIZABETH
1604,Henry IV,14,3.1.54,I can call spirits from the vasty deep.,COSTARD
1605,Henry IV,15,3.1.55,"Why, so can I, or so can any man,",SUFFOLK
1606,Henry IV,15,3.1.56,But will they come when you do call for them?,CASSIO
