Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine
850,Henry IV,42,2.2.95,Your money!
851,Henry IV,43,2.2.96,Villains!
852,Henry IV,43,2.2.96,"As they are sharing, the Prince and Poins set upon  them, they all run away, and Falstaff, after a blow or two, runs away too, leaving the booty behind them"
853,Henry IV,44,2.2.97,Got with much ease. Now merrily to horse:
854,Henry IV,44,2.2.98,The thieves are all scatter'd and possess'd with fear
855,Henry IV,44,2.2.99,"So strongly that they dare not meet each other,"
856,Henry IV,44,2.2.100,Each takes his fellow for an officer.
857,Henry IV,44,2.2.101,"Away, good Ned. Falstaff sweats to death,"
858,Henry IV,44,2.2.102,And lards the lean earth as he walks along:
859,Henry IV,44,2.2.103,"Were 't not for laughing, I should pity him."
860,Henry IV,45,2.2.104,How the rogue roar'd!
861,Henry IV,45,,Exeunt
862,Henry IV,45,,SCENE III. Warkworth castle
863,Henry IV,45,,"Enter HOTSPUR, solus, reading a letter"
864,Henry IV,1,2.3.1,"'But for mine own part, my lord, I could be well"
865,Henry IV,1,2.3.2,"contented to be there, in respect of the love I bear"
866,Henry IV,1,2.3.3,"your house.' He could be contented: why is he not,"
867,Henry IV,1,2.3.4,then? In respect of the love he bears our house:
868,Henry IV,1,2.3.5,"he shows in this, he loves his own barn better than"
869,Henry IV,1,2.3.6,he loves our house. Let me see some more. 'The
870,Henry IV,1,2.3.7,"purpose you undertake is dangerous,'--why, that's"
871,Henry IV,1,2.3.8,"certain: 'tis dangerous to take a cold, to sleep, to"
872,Henry IV,1,2.3.9,"drink, but I tell you, my lord fool, out of this"
873,Henry IV,1,2.3.10,"nettle, danger, we pluck this flower, safety. 'The"
874,Henry IV,1,2.3.11,"purpose you undertake is dangerous, the friends you"
875,Henry IV,1,2.3.12,"have named uncertain, the time itself unsorted, and"
876,Henry IV,1,2.3.13,your whole plot too light for the counterpoise of so
877,Henry IV,1,2.3.14,"great an opposition.' Say you so, say you so? I say"
878,Henry IV,1,2.3.15,"unto you again, you are a shallow cowardly hind, and"
879,Henry IV,1,2.3.16,"you lie.  What a lack-brain is this! By the Lord,"
880,Henry IV,1,2.3.17,"our plot is a good plot as ever was laid, our"
881,Henry IV,1,2.3.18,"friends true and constant: a good plot, good"
882,Henry IV,1,2.3.19,"friends, and full of expectation, an excellent plot,"
883,Henry IV,1,2.3.20,very good friends. What a frosty-spirited rogue is
884,Henry IV,1,2.3.21,"this! Why, my lord of York commends the plot and the"
885,Henry IV,1,2.3.22,"general course of action. 'Zounds, an I were now by"
886,Henry IV,1,2.3.23,"this rascal, I could brain him with his lady's fan."
887,Henry IV,1,2.3.24,"Is there not my father, my uncle and myself? lord"
888,Henry IV,1,2.3.25,"Edmund Mortimer, My lord of York and Owen Glendower?"
889,Henry IV,1,2.3.26,is there not besides the Douglas? have I not all
890,Henry IV,1,2.3.27,their letters to meet me in arms by the ninth of the
891,Henry IV,1,2.3.28,next month? and are they not some of them set
892,Henry IV,1,2.3.29,forward already? What a pagan rascal is this! an
893,Henry IV,1,2.3.30,infidel! Ha! you shall see now in very sincerity
894,Henry IV,1,2.3.31,"of fear and cold heart, will he to the king and lay"
895,Henry IV,1,2.3.32,"open all our proceedings. O, I could divide myself"
896,Henry IV,1,2.3.33,"and go to buffets, for moving such a dish of"
897,Henry IV,1,2.3.34,skim milk with so honourable an action! Hang him!
898,Henry IV,1,2.3.35,let him tell the king: we are prepared. I will set
899,Henry IV,1,2.3.36,forward to-night.
900,Henry IV,1,,Enter LADY PERCY
901,Henry IV,1,2.3.37,"How now, Kate! I must leave you within these two hours."
902,Henry IV,2,2.3.38,"O, my good lord, why are you thus alone?"
903,Henry IV,2,2.3.39,For what offence have I this fortnight been
904,Henry IV,2,2.3.40,A banish'd woman from my Harry's bed?
905,Henry IV,2,2.3.41,"Tell me, sweet lord, what is't that takes from thee"
906,Henry IV,2,2.3.42,"Thy stomach, pleasure and thy golden sleep?"
907,Henry IV,2,2.3.43,"Why dost thou bend thine eyes upon the earth,"
908,Henry IV,2,2.3.44,And start so often when thou sit'st alone?
909,Henry IV,2,2.3.45,"Why hast thou lost the fresh blood in thy cheeks,"
910,Henry IV,2,2.3.46,And given my treasures and my rights of thee
911,Henry IV,2,2.3.47,To thick-eyed musing and cursed melancholy?
912,Henry IV,2,2.3.48,"In thy faint slumbers I by thee have watch'd,"
913,Henry IV,2,2.3.49,"And heard thee murmur tales of iron wars,"
914,Henry IV,2,2.3.50,"Speak terms of manage to thy bounding steed,"
915,Henry IV,2,2.3.51,Cry 'Courage! to the field!' And thou hast talk'd
916,Henry IV,2,2.3.52,"Of sallies and retires, of trenches, tents,"
917,Henry IV,2,2.3.53,"Of palisadoes, frontiers, parapets,"
918,Henry IV,2,2.3.54,"Of basilisks, of cannon, culverin,"
919,Henry IV,2,2.3.55,"Of prisoners' ransom and of soldiers slain,"
920,Henry IV,2,2.3.56,And all the currents of a heady fight.
921,Henry IV,2,2.3.57,Thy spirit within thee hath been so at war
922,Henry IV,2,2.3.58,"And thus hath so bestirr'd thee in thy sleep,"
923,Henry IV,2,2.3.59,That beads of sweat have stood upon thy brow
924,Henry IV,2,2.3.60,"Like bubbles in a late-disturbed stream,"
925,Henry IV,2,2.3.61,"And in thy face strange motions have appear'd,"
926,Henry IV,2,2.3.62,Such as we see when men restrain their breath
927,Henry IV,2,2.3.63,"On some great sudden hest. O, what portents are these?"
928,Henry IV,2,2.3.64,"Some heavy business hath my lord in hand,"
929,Henry IV,2,2.3.65,"And I must know it, else he loves me not."
930,Henry IV,3,2.3.66,"What, ho!"
931,Henry IV,3,,Enter Servant
932,Henry IV,3,2.3.67,Is Gilliams with the packet gone?
933,Henry IV,4,2.3.68,"He is, my lord, an hour ago."
934,Henry IV,5,2.3.69,Hath Butler brought those horses from the sheriff?
935,Henry IV,6,2.3.70,"One horse, my lord, he brought even now."
936,Henry IV,7,2.3.71,"What horse? a roan, a crop-ear, is it not?"
937,Henry IV,8,2.3.72,"It is, my lord."
938,Henry IV,9,2.3.73,That roan shall by my throne.
939,Henry IV,9,2.3.74,"Well, I will back him straight: O esperance!"
940,Henry IV,9,2.3.75,Bid Butler lead him forth into the park.
941,Henry IV,9,,Exit Servant
942,Henry IV,10,2.3.76,"But hear you, my lord."
943,Henry IV,11,2.3.77,"What say'st thou, my lady?"
944,Henry IV,12,2.3.78,What is it carries you away?
945,Henry IV,13,2.3.79,"Why, my horse, my love, my horse."
946,Henry IV,14,2.3.80,"Out, you mad-headed ape!"
947,Henry IV,14,2.3.81,A weasel hath not such a deal of spleen
948,Henry IV,14,2.3.82,"As you are toss'd with. In faith,"
949,Henry IV,14,2.3.83,"I'll know your business, Harry, that I will."
950,Henry IV,14,2.3.84,I fear my brother Mortimer doth stir
951,Henry IV,14,2.3.85,"About his title, and hath sent for you"
952,Henry IV,14,2.3.86,"To line his enterprise: but if you go,--"
953,Henry IV,15,2.3.87,"So far afoot, I shall be weary, love."
954,Henry IV,16,2.3.88,"Come, come, you paraquito, answer me"
955,Henry IV,16,2.3.89,Directly unto this question that I ask:
956,Henry IV,16,2.3.90,"In faith, I'll break thy little finger, Harry,"
957,Henry IV,16,2.3.91,An if thou wilt not tell me all things true.
958,Henry IV,17,2.3.92,"Away,"
959,Henry IV,17,2.3.93,"Away, you trifler! Love! I love thee not,"
960,Henry IV,17,2.3.94,"I care not for thee, Kate: this is no world"
961,Henry IV,17,2.3.95,To play with mammets and to tilt with lips:
962,Henry IV,17,2.3.96,"We must have bloody noses and crack'd crowns,"
963,Henry IV,17,2.3.97,"And pass them current too. God's me, my horse!"
964,Henry IV,17,2.3.98,"What say'st thou, Kate? what would'st thou"
965,Henry IV,17,2.3.99,have with me?
966,Henry IV,18,2.3.100,"Do you not love me? do you not, indeed?"
967,Henry IV,18,2.3.101,"Well, do not then, for since you love me not,"
968,Henry IV,18,2.3.102,I will not love myself. Do you not love me?
969,Henry IV,18,2.3.103,"Nay, tell me if you speak in jest or no."
970,Henry IV,19,2.3.104,"Come, wilt thou see me ride?"
971,Henry IV,19,2.3.105,"And when I am on horseback, I will swear"
972,Henry IV,19,2.3.106,"I love thee infinitely. But hark you, Kate,"
973,Henry IV,19,2.3.107,I must not have you henceforth question me
974,Henry IV,19,2.3.108,"Whither I go, nor reason whereabout:"
975,Henry IV,19,2.3.109,"Whither I must, I must, and, to conclude,"
976,Henry IV,19,2.3.110,"This evening must I leave you, gentle Kate."
977,Henry IV,19,2.3.111,"I know you wise, but yet no farther wise"
978,Henry IV,19,2.3.112,"Than Harry Percy's wife: constant you are,"
979,Henry IV,19,2.3.113,"But yet a woman: and for secrecy,"
980,Henry IV,19,2.3.114,"No lady closer, for I well believe"
981,Henry IV,19,2.3.115,"Thou wilt not utter what thou dost not know,"
982,Henry IV,19,2.3.116,"And so far will I trust thee, gentle Kate."
983,Henry IV,20,2.3.117,How! so far?
984,Henry IV,21,2.3.118,"Not an inch further. But hark you, Kate:"
985,Henry IV,21,2.3.119,"Whither I go, thither shall you go too,"
986,Henry IV,21,2.3.120,"To-day will I set forth, to-morrow you."
987,Henry IV,21,2.3.121,"Will this content you, Kate?"
988,Henry IV,22,2.3.122,It must of force.
989,Henry IV,22,,Exeunt
990,Henry IV,22,,"SCENE IV. The Boar's-Head Tavern, Eastcheap."
991,Henry IV,22,,Enter PRINCE HENRY and POINS
992,Henry IV,1,2.4.1,"Ned, prithee, come out of that fat room, and lend me"
993,Henry IV,1,2.4.2,thy hand to laugh a little.
994,Henry IV,2,2.4.3,"Where hast been, Hal?"
995,Henry IV,3,2.4.4,With three or four loggerheads amongst three or four
996,Henry IV,3,2.4.5,score hogsheads. I have sounded the very
997,Henry IV,3,2.4.6,"base-string of humility. Sirrah, I am sworn brother"
998,Henry IV,3,2.4.7,"to a leash of drawers, and can call them all by"
999,Henry IV,3,2.4.8,"their christen names, as Tom, Dick, and Francis."
1000,Henry IV,3,2.4.9,"They take it already upon their salvation, that"
1001,Henry IV,3,2.4.10,"though I be but the prince of Wales, yet I am king"
1002,Henry IV,3,2.4.11,"of courtesy, and tell me flatly I am no proud Jack,"
1003,Henry IV,3,2.4.12,"like Falstaff, but a Corinthian, a lad of mettle, a"
1004,Henry IV,3,2.4.13,"good boy, by the Lord, so they call me, and when I"
1005,Henry IV,3,2.4.14,"am king of England, I shall command all the good"
1006,Henry IV,3,2.4.15,"lads in Eastcheap. They call drinking deep, dyeing"
1007,Henry IV,3,2.4.16,"scarlet, and when you breathe in your watering, they"
1008,Henry IV,3,2.4.17,"cry  'hem!' and bid you play it off. To conclude, I"
1009,Henry IV,3,2.4.18,"am so good a proficient in one quarter of an hour,"
1010,Henry IV,3,2.4.19,that I can drink with any tinker in his own language
1011,Henry IV,3,2.4.20,"during my life. I tell thee, Ned, thou hast lost"
1012,Henry IV,3,2.4.21,"much honour, that thou wert not with me in this sweet"
1013,Henry IV,3,2.4.22,"action. But, sweet Ned,--to sweeten which name of"
1014,Henry IV,3,2.4.23,"Ned, I give thee this pennyworth of sugar, clapped"
1015,Henry IV,3,2.4.24,"even now into my hand by an under-skinker, one that"
1016,Henry IV,3,2.4.25,never spake other English in his life than 'Eight
1017,Henry IV,3,2.4.26,"shillings and sixpence' and 'You are welcome,' with"
1018,Henry IV,3,2.4.27,"this shrill addition, 'Anon, anon, sir! Score a pint"
1019,Henry IV,3,2.4.28,"of bastard in the Half-Moon,' or so. But, Ned, to"
1020,Henry IV,3,2.4.29,"drive away the time till Falstaff come, I prithee,"
1021,Henry IV,3,2.4.30,"do thou stand in some by-room, while I question my"
1022,Henry IV,3,2.4.31,"puny drawer to what end he gave me the sugar, and do"
1023,Henry IV,3,2.4.32,"thou never leave calling 'Francis,' that his tale"
1024,Henry IV,3,2.4.33,"to me may be nothing but 'Anon.' Step aside, and"
1025,Henry IV,3,2.4.34,I'll show thee a precedent.
1026,Henry IV,4,2.4.35,Francis!
1027,Henry IV,5,2.4.36,Thou art perfect.
1028,Henry IV,6,2.4.37,Francis!
1029,Henry IV,6,,Exit POINS
1030,Henry IV,6,,Enter FRANCIS
1031,Henry IV,7,2.4.38,"Anon, anon, sir. Look down into the Pomgarnet, Ralph."
1032,Henry IV,8,2.4.39,"Come hither, Francis."
1033,Henry IV,9,2.4.40,My lord?
1034,Henry IV,10,2.4.41,"How long hast thou to serve, Francis?"
1035,Henry IV,11,2.4.42,"Forsooth, five years, and as much as to--"
1036,Henry IV,12,2.4.43,[Within]  Francis!
1037,Henry IV,13,2.4.44,"Anon, anon, sir."
1038,Henry IV,14,2.4.45,"Five year! by'r lady, a long lease for the clinking"
1039,Henry IV,14,2.4.46,"of pewter. But, Francis, darest thou be so valiant"
1040,Henry IV,14,2.4.47,as to play the coward with thy indenture and show it
1041,Henry IV,14,2.4.48,a fair pair of heels and run from it?
1042,Henry IV,15,2.4.49,"O Lord, sir, I'll be sworn upon all the books in"
1043,Henry IV,15,2.4.50,"England, I could find in my heart."
1044,Henry IV,16,2.4.51,[Within]  Francis!
1045,Henry IV,17,2.4.52,"Anon, sir."
1046,Henry IV,18,2.4.53,"How old art thou, Francis?"
1047,Henry IV,19,2.4.54,Let me see--about Michaelmas next I shall be--
1048,Henry IV,20,2.4.55,[Within]  Francis!
1049,Henry IV,21,2.4.56,"Anon, sir. Pray stay a little, my lord."
1050,Henry IV,22,2.4.57,"Nay, but hark you, Francis: for the sugar thou"
1051,Henry IV,22,2.4.58,"gavest me,'twas a pennyworth, wast't not?"
1052,Henry IV,23,2.4.59,"O Lord, I would it had been two!"
1053,Henry IV,24,2.4.60,I will give thee for it a thousand pound: ask me
1054,Henry IV,24,2.4.61,"when thou wilt, and thou shalt have it."
1055,Henry IV,25,2.4.62,[Within]  Francis!
1056,Henry IV,26,2.4.63,"Anon, anon."
1057,Henry IV,27,2.4.64,"Anon, Francis? No, Francis, but to-morrow, Francis,"
1058,Henry IV,27,2.4.65,"or, Francis, o' Thursday, or indeed, Francis, when"
1059,Henry IV,27,2.4.66,"thou wilt. But, Francis!"
1060,Henry IV,28,2.4.67,My lord?
1061,Henry IV,29,2.4.68,"Wilt thou rob this leathern jerkin, crystal-button,"
1062,Henry IV,29,2.4.69,"not-pated, agate-ring, puke-stocking, caddis-garter,"
1063,Henry IV,29,2.4.70,"smooth-tongue, Spanish-pouch,--"
1064,Henry IV,30,2.4.71,"O Lord, sir, who do you mean?"
1065,Henry IV,31,2.4.72,"Why, then, your brown bastard is your only drink,"
1066,Henry IV,31,2.4.73,"for look you, Francis, your white canvas doublet"
1067,Henry IV,31,2.4.74,"will sully: in Barbary, sir, it cannot come to so much."
1068,Henry IV,32,2.4.75,"What, sir?"
1069,Henry IV,33,2.4.76,[Within]  Francis!
1070,Henry IV,34,2.4.77,"Away, you rogue! dost thou not hear them call?"
1071,Henry IV,34,2.4.77,"Here they both call him, the drawer stands amazed, not knowing which way to go"
1072,Henry IV,34,,Enter Vintner
1073,Henry IV,35,2.4.78,"What, standest thou still, and hearest such a"
1074,Henry IV,35,2.4.79,calling? Look to the guests within.
1075,Henry IV,35,,Exit Francis
1076,Henry IV,35,2.4.80,"My lord, old Sir John, with half-a-dozen more, are"
1077,Henry IV,35,2.4.81,at the door: shall I let them in?
1078,Henry IV,36,2.4.82,"Let them alone awhile, and then open the door."
1079,Henry IV,36,,Exit Vintner
1080,Henry IV,36,2.4.83,Poins!
1081,Henry IV,36,,Re-enter POINS
1082,Henry IV,37,2.4.84,"Anon, anon, sir."
1083,Henry IV,38,2.4.85,"Sirrah, Falstaff and the rest of the thieves are at"
1084,Henry IV,38,2.4.86,the door: shall we be merry?
1085,Henry IV,39,2.4.87,"As merry as crickets, my lad. But hark ye, what"
1086,Henry IV,39,2.4.88,cunning match have you made with this jest of the
1087,Henry IV,39,2.4.89,"drawer? come, what's the issue?"
1088,Henry IV,40,2.4.90,I am now of all humours that have showed themselves
1089,Henry IV,40,2.4.91,humours since the old days of goodman Adam to the
1090,Henry IV,40,2.4.92,pupil age of this present twelve o'clock at midnight.
1091,Henry IV,40,,Re-enter FRANCIS
1092,Henry IV,40,2.4.93,"What's o'clock, Francis?"
1093,Henry IV,41,2.4.94,"Anon, anon, sir."
1094,Henry IV,41,,Exit
1095,Henry IV,42,2.4.95,That ever this fellow should have fewer words than a
1096,Henry IV,42,2.4.96,"parrot, and yet the son of a woman! His industry is"
1097,Henry IV,42,2.4.97,"upstairs and downstairs, his eloquence the parcel of"
1098,Henry IV,42,2.4.98,"a reckoning. I am not yet of Percy's mind, the"
1099,Henry IV,42,2.4.99,"Hotspur of the north, he that kills me some six or"
1100,Henry IV,42,2.4.100,"seven dozen of Scots at a breakfast, washes his"
1101,Henry IV,42,2.4.101,"hands, and says to his wife 'Fie upon this quiet"
1102,Henry IV,42,2.4.102,"life! I want work.' 'O my sweet Harry,' says she,"
1103,Henry IV,42,2.4.103,'how many hast thou killed to-day?' 'Give my roan
1104,Henry IV,42,2.4.104,"horse a drench,' says he, and answers 'Some"
1105,Henry IV,42,2.4.105,"fourteen,' an hour after, 'a trifle, a trifle.' I"
1106,Henry IV,42,2.4.106,"prithee, call in Falstaff: I'll play Percy, and"
1107,Henry IV,42,2.4.107,that damned brawn shall play Dame Mortimer his
1108,Henry IV,42,2.4.108,"wife. 'Rivo!' says the drunkard. Call in ribs, call in tallow."
1109,Henry IV,42,2.4.108,"Enter FALSTAFF, GADSHILL, BARDOLPH, and PETO, FRANCIS following with wine"
1110,Henry IV,43,2.4.109,"Welcome, Jack: where hast thou been?"
1111,Henry IV,44,2.4.110,"A plague of all cowards, I say, and a vengeance too!"
1112,Henry IV,44,2.4.111,"marry, and amen! Give me a cup of sack, boy. Ere I"
1113,Henry IV,44,2.4.112,"lead this life long, I'll sew nether stocks and mend"
1114,Henry IV,44,2.4.113,them and foot them too. A plague of all cowards!
1115,Henry IV,44,2.4.114,"Give me a cup of sack, rogue. Is there no virtue extant?"
1116,Henry IV,44,,He drinks
1117,Henry IV,45,2.4.115,Didst thou never see Titan kiss a dish of butter?
1118,Henry IV,45,2.4.116,"pitiful-hearted Titan, that melted at the sweet tale"
1119,Henry IV,45,2.4.117,"of the sun's! if thou didst, then behold that compound."
1120,Henry IV,46,2.4.118,"You rogue, here's lime in this sack too: there is"
1121,Henry IV,46,2.4.119,nothing but roguery to be found in villanous man:
1122,Henry IV,46,2.4.120,yet a coward is worse than a cup of sack with lime
1123,Henry IV,46,2.4.121,"in it. A villanous coward! Go thy ways, old Jack,"
1124,Henry IV,46,2.4.122,"die when thou wilt, if manhood, good manhood, be"
1125,Henry IV,46,2.4.123,"not forgot upon the face of the earth, then am I a"
1126,Henry IV,46,2.4.124,shotten herring. There live not three good men
1127,Henry IV,46,2.4.125,"unhanged in England, and one of them is fat and"
1128,Henry IV,46,2.4.126,"grows old: God help the while! a bad world, I say."
1129,Henry IV,46,2.4.127,"I would I were a weaver, I could sing psalms or any"
1130,Henry IV,46,2.4.128,"thing. A plague of all cowards, I say still."
1131,Henry IV,47,2.4.129,"How now, wool-sack! what mutter you?"
1132,Henry IV,48,2.4.130,A king's son! If I do not beat thee out of thy
1133,Henry IV,48,2.4.131,"kingdom with a dagger of lath, and drive all thy"
1134,Henry IV,48,2.4.132,"subjects afore thee like a flock of wild-geese,"
1135,Henry IV,48,2.4.133,I'll never wear hair on my face more. You Prince of Wales!
1136,Henry IV,49,2.4.134,"Why, you whoreson round man, what's the matter?"
1137,Henry IV,50,2.4.135,Are not you a coward? answer me to that: and Poins there?
1138,Henry IV,51,2.4.136,"'Zounds, ye fat paunch, an ye call me coward, by the"
1139,Henry IV,51,2.4.137,"Lord, I'll stab thee."
1140,Henry IV,52,2.4.138,I call thee coward! I'll see thee damned ere I call
1141,Henry IV,52,2.4.139,thee coward: but I would give a thousand pound I
1142,Henry IV,52,2.4.140,could run as fast as thou canst. You are straight
1143,Henry IV,52,2.4.141,"enough in the shoulders, you care not who sees your"
1144,Henry IV,52,2.4.142,back: call you that backing of your friends? A
1145,Henry IV,52,2.4.143,plague upon such backing! give me them that will
1146,Henry IV,52,2.4.144,"face me. Give me a cup of sack: I am a rogue, if I"
1147,Henry IV,52,2.4.145,drunk to-day.
1148,Henry IV,53,2.4.146,O villain! thy lips are scarce wiped since thou
1149,Henry IV,53,2.4.147,drunkest last.
1150,Henry IV,54,2.4.148,All's one for that.
1151,Henry IV,54,,He drinks
1152,Henry IV,54,2.4.149,"A plague of all cowards, still say I."
1153,Henry IV,55,2.4.150,What's the matter?
1154,Henry IV,56,2.4.151,What's the matter! there be four of us here have
1155,Henry IV,56,2.4.152,ta'en a thousand pound this day morning.
1156,Henry IV,57,2.4.153,"Where is it, Jack? where is it?"
1157,Henry IV,58,2.4.154,Where is it! taken from us it is: a hundred upon
1158,Henry IV,58,2.4.155,poor four of us.
1159,Henry IV,59,2.4.156,"What, a hundred, man?"
1160,Henry IV,60,2.4.157,"I am a rogue, if I were not at half-sword with a"
1161,Henry IV,60,2.4.158,dozen of them two hours together. I have 'scaped by
1162,Henry IV,60,2.4.159,miracle. I am eight times thrust through the
1163,Henry IV,60,2.4.160,"doublet, four through the hose, my buckler cut"
1164,Henry IV,60,2.4.161,"through and through, my sword hacked like a"
1165,Henry IV,60,2.4.162,hand-saw--ecce signum! I never dealt better since
1166,Henry IV,60,2.4.163,I was a man: all would not do. A plague of all
1167,Henry IV,60,2.4.164,cowards! Let them speak: if they speak more or
1168,Henry IV,60,2.4.165,"less than truth, they are villains and the sons of darkness."
1169,Henry IV,61,2.4.166,"Speak, sirs, how was it?"
1170,Henry IV,62,2.4.167,We four set upon some dozen--
1171,Henry IV,63,2.4.168,"Sixteen at least, my lord."
1172,Henry IV,64,2.4.169,And bound them.
1173,Henry IV,65,2.4.170,"No, no, they were not bound."
1174,Henry IV,66,2.4.171,"You rogue, they were bound, every man of them, or I"
1175,Henry IV,66,2.4.172,"am a Jew else, an Ebrew Jew."
1176,Henry IV,67,2.4.173,"As we were sharing, some six or seven fresh men set upon us--"
1177,Henry IV,68,2.4.174,"And unbound the rest, and then come in the other."
1178,Henry IV,69,2.4.175,"What, fought you with them all?"
1179,Henry IV,70,2.4.176,"All! I know not what you call all, but if I fought"
1180,Henry IV,70,2.4.177,"not with fifty of them, I am a bunch of radish: if"
1181,Henry IV,70,2.4.178,there were not two or three and fifty upon poor old
1182,Henry IV,70,2.4.179,"Jack, then am I no two-legged creature."
1183,Henry IV,71,2.4.180,Pray God you have not murdered some of them.
1184,Henry IV,72,2.4.181,"Nay, that's past praying for: I have peppered two"
1185,Henry IV,72,2.4.182,"of them, two I am sure I have paid, two rogues"
1186,Henry IV,72,2.4.183,"in buckram suits. I tell thee what, Hal, if I tell"
1187,Henry IV,72,2.4.184,"thee a lie, spit in my face, call me horse. Thou"
1188,Henry IV,72,2.4.185,"knowest my old ward, here I lay and thus I bore my"
1189,Henry IV,72,2.4.186,point. Four rogues in buckram let drive at me--
1190,Henry IV,73,2.4.187,"What, four? thou saidst but two even now."
1191,Henry IV,74,2.4.188,"Four, Hal, I told thee four."
1192,Henry IV,75,2.4.189,"Ay, ay, he said four."
1193,Henry IV,76,2.4.190,"These four came all a-front, and mainly thrust at"
1194,Henry IV,76,2.4.191,me. I made me no more ado but took all their seven
1195,Henry IV,76,2.4.192,"points in my target, thus."
1196,Henry IV,77,2.4.193,"Seven? why, there were but four even now."
1197,Henry IV,78,2.4.194,In buckram?
1198,Henry IV,79,2.4.195,"Ay, four, in buckram suits."
1199,Henry IV,80,2.4.196,"Seven, by these hilts, or I am a villain else."
1200,Henry IV,81,2.4.197,"Prithee, let him alone, we shall have more anon."
1201,Henry IV,82,2.4.198,"Dost thou hear me, Hal?"
1202,Henry IV,83,2.4.199,"Ay, and mark thee too, Jack."
1203,Henry IV,84,2.4.200,"Do so, for it is worth the listening to. These nine"
1204,Henry IV,84,2.4.201,in buckram that I told thee of--
1205,Henry IV,85,2.4.202,"So, two more already."
1206,Henry IV,86,2.4.203,"Their points being broken,--"
1207,Henry IV,87,2.4.204,Down fell their hose.
1208,Henry IV,88,2.4.205,"Began to give me ground: but I followed me close,"
1209,Henry IV,88,2.4.206,"came in foot and hand, and with a thought seven of"
1210,Henry IV,88,2.4.207,the eleven I paid.
1211,Henry IV,89,2.4.208,O monstrous! eleven buckram men grown out of two!
1212,Henry IV,90,2.4.209,"But, as the devil would have it, three misbegotten"
1213,Henry IV,90,2.4.210,knaves in Kendal green came at my back and let drive
1214,Henry IV,90,2.4.211,"at me, for it was so dark, Hal, that thou couldst"
1215,Henry IV,90,2.4.212,not see thy hand.
1216,Henry IV,91,2.4.213,"These lies are like their father that begets them,"
1217,Henry IV,91,2.4.214,"gross as a mountain, open, palpable. Why, thou"
1218,Henry IV,91,2.4.215,"clay-brained guts, thou knotty-pated fool, thou"
1219,Henry IV,91,2.4.216,"whoreson, obscene, grease tallow-catch,--"
1220,Henry IV,92,2.4.217,"What, art thou mad? art thou mad? is not the truth"
1221,Henry IV,92,2.4.218,the truth?
1222,Henry IV,93,2.4.219,"Why, how couldst thou know these men in Kendal"
1223,Henry IV,93,2.4.220,"green, when it was so dark thou couldst not see thy"
1224,Henry IV,93,2.4.221,"hand? come, tell us your reason: what sayest thou to this?"
1225,Henry IV,94,2.4.222,"Come, your reason, Jack, your reason."
1226,Henry IV,95,2.4.223,"What, upon compulsion? 'Zounds, an I were at the"
1227,Henry IV,95,2.4.224,"strappado, or all the racks in the world, I would"
1228,Henry IV,95,2.4.225,not tell you on compulsion. Give you a reason on
1229,Henry IV,95,2.4.226,compulsion! If reasons were as plentiful as
1230,Henry IV,95,2.4.227,"blackberries, I would give no man a reason upon"
1231,Henry IV,95,2.4.228,"compulsion, I."
1232,Henry IV,96,2.4.229,"I'll be no longer guilty of this sin, this sanguine"
1233,Henry IV,96,2.4.230,"coward, this bed-presser, this horseback-breaker,"
1234,Henry IV,96,2.4.231,"this huge hill of flesh,--"
1235,Henry IV,97,2.4.232,"'Sblood, you starveling, you elf-skin, you dried"
1236,Henry IV,97,2.4.233,"neat's tongue, you bull's pizzle, you stock-fish! O"
1237,Henry IV,97,2.4.234,for breath to utter what is like thee! you
1238,Henry IV,97,2.4.235,"tailor's-yard, you sheath, you bowcase, you vile"
1239,Henry IV,97,2.4.236,"standing-tuck,--"
1240,Henry IV,98,2.4.237,"Well, breathe awhile, and then to it again: and"
1241,Henry IV,98,2.4.238,"when thou hast tired thyself in base comparisons,"
1242,Henry IV,98,2.4.239,hear me speak but this.
1243,Henry IV,99,2.4.240,"Mark, Jack."
1244,Henry IV,100,2.4.241,"We two saw you four set on four and bound them, and"
1245,Henry IV,100,2.4.242,"were masters of their wealth. Mark now, how a plain"
1246,Henry IV,100,2.4.243,tale shall put you down. Then did we two set on you
1247,Henry IV,100,2.4.244,"four, and, with a word, out-faced you from your"
1248,Henry IV,100,2.4.245,"prize, and have it, yea, and can show it you here in"
1249,Henry IV,100,2.4.246,"the house: and, Falstaff, you carried your guts"
1250,Henry IV,100,2.4.247,"away as nimbly, with as quick dexterity, and roared"
1251,Henry IV,100,2.4.248,"for mercy and still run and roared, as ever I heard"
1252,Henry IV,100,2.4.249,"bull-calf. What a slave art thou, to hack thy sword"
1253,Henry IV,100,2.4.250,"as thou hast done, and then say it was in fight!"
1254,Henry IV,100,2.4.251,"What trick, what device, what starting-hole, canst"
1255,Henry IV,100,2.4.252,thou now find out to hide thee from this open and
1256,Henry IV,100,2.4.253,apparent shame?
1257,Henry IV,101,2.4.254,"Come, let's hear, Jack, what trick hast thou now?"
1258,Henry IV,102,2.4.255,"By the Lord, I knew ye as well as he that made ye."
1259,Henry IV,102,2.4.256,"Why, hear you, my masters: was it for me to kill the"
1260,Henry IV,102,2.4.257,heir-apparent? should I turn upon the true prince?
